time,task_id,reward,selected_agent,selected_vm,selected_prb_ratio,done,mask_0,mask_1,mask_2,mask_3,mask_4,a0_score,a0_prb,a1_score,a1_prb,a2_score,a2_prb,a3_score,a3_prb,a4_score,a4_prb,s_0_0,s_0_1,s_0_2,s_0_3,s_0_4,s_0_5,s_0_6,s_0_7,s_0_8,s_0_9,s_0_10,s_0_11,s_1_0,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,s_1_9,s_1_10,s_1_11,s_2_0,s_2_1,s_2_2,s_2_3,s_2_4,s_2_5,s_2_6,s_2_7,s_2_8,s_2_9,s_2_10,s_2_11,s_3_0,s_3_1,s_3_2,s_3_3,s_3_4,s_3_5,s_3_6,s_3_7,s_3_8,s_3_9,s_3_10,s_3_11,s_4_0,s_4_1,s_4_2,s_4_3,s_4_4,s_4_5,s_4_6,s_4_7,s_4_8,s_4_9,s_4_10,s_4_11,s_next_0_0,s_next_0_1,s_next_0_2,s_next_0_3,s_next_0_4,s_next_0_5,s_next_0_6,s_next_0_7,s_next_0_8,s_next_0_9,s_next_0_10,s_next_0_11,s_next_1_0,s_next_1_1,s_next_1_2,s_next_1_3,s_next_1_4,s_next_1_5,s_next_1_6,s_next_1_7,s_next_1_8,s_next_1_9,s_next_1_10,s_next_1_11,s_next_2_0,s_next_2_1,s_next_2_2,s_next_2_3,s_next_2_4,s_next_2_5,s_next_2_6,s_next_2_7,s_next_2_8,s_next_2_9,s_next_2_10,s_next_2_11,s_next_3_0,s_next_3_1,s_next_3_2,s_next_3_3,s_next_3_4,s_next_3_5,s_next_3_6,s_next_3_7,s_next_3_8,s_next_3_9,s_next_3_10,s_next_3_11,s_next_4_0,s_next_4_1,s_next_4_2,s_next_4_3,s_next_4_4,s_next_4_5,s_next_4_6,s_next_4_7,s_next_4_8,s_next_4_9,s_next_4_10,s_next_4_11
47.0000,1000,-4.900000,4,0,0.000000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.666667,0.400000,0.000000,0.000000,0.480000,0.327278,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.432563,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.933571,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,1.200000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.327278,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.432563,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.933571,1.000000,0.000000,0.000000,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.010000,1.200000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.015486
53.0000,3100,7.764723,2,49,0.100000,0,1,1,1,0,1,8,6,7,9,9,1,5,0,7,5,1.000000,0.600000,0.000000,0.000000,0.480000,0.277371,0.999000,0.000000,0.000000,0.000000,1.000000,0.017463,1.000000,0.600000,0.000000,0.000000,0.480000,0.912433,0.999000,0.000000,0.000000,0.000000,1.000000,0.017463,1.000000,0.600000,0.000000,0.010000,0.480000,0.849274,0.999000,0.000000,0.000000,0.000000,1.000000,0.017463,1.000000,0.600000,0.000000,0.000000,0.480000,1.215264,0.999000,0.000000,0.000000,0.000000,1.000000,0.017463,1.000000,0.600000,0.000000,0.010000,1.200000,1.000000,0.999000,0.000000,0.000000,1.000000,0.000000,0.017463,1.000000,0.600000,0.000000,0.000000,0.480000,0.184881,0.992000,0.000496,0.000000,0.000000,1.000000,0.020758,1.000000,0.600000,0.000000,0.020000,0.480000,0.832508,0.992000,0.000496,0.000000,0.000000,1.000000,0.020758,1.000000,0.600000,0.001984,0.040000,0.480000,0.774724,0.992000,0.000496,0.000000,0.000000,1.000000,0.020758,1.000000,0.600000,0.000000,0.000000,0.480000,1.122090,0.992000,0.000496,0.000000,0.000000,1.000000,0.020758,1.000000,0.600000,0.000000,0.020000,1.200000,1.000000,0.992000,0.000496,0.000000,1.000000,0.000000,0.020758
66.0000,2100,-4.902128,0,16,0.000000,0,1,1,1,1,1,9,0,3,2,2,0,5,3,5,4,2.000000,1.250000,0.000000,0.000000,0.480000,0.394687,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.000000,0.020000,0.480000,0.427135,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.001894,0.040000,0.480000,0.529360,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.000000,0.000000,0.480000,0.553976,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.000000,0.030000,1.200000,1.000000,0.991000,0.000473,0.000000,1.000000,0.000000,0.021746,2.000000,1.250000,0.000000,0.010000,0.480000,0.394687,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.000000,0.020000,0.480000,0.427135,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.001894,0.040000,0.480000,0.529360,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.000000,0.000000,0.480000,0.553976,0.991000,0.000473,0.000000,0.000000,1.000000,0.021746,2.000000,1.250000,0.000000,0.030000,1.200000,1.000000,0.991000,0.000473,0.000000,1.000000,0.000000,0.021746
68.0000,3300,-4.902518,1,35,0.000000,0,1,1,0,1,1,2,2,9,0,5,2,0,5,8,7,1.000000,0.600000,0.000000,0.010000,0.480000,0.609113,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.030000,0.480000,0.254723,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.001838,0.050000,0.480000,1.060969,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.000000,0.480000,0.905273,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.991000,0.000460,0.000000,1.000000,0.000000,0.022405,1.000000,0.600000,0.000000,0.020000,0.480000,0.609113,0.989000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.040000,0.480000,0.254723,0.989000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.001838,0.050000,0.480000,1.060969,0.989000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.000000,0.480000,0.905273,0.989000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.989000,0.000460,0.000000,1.000000,0.000000,0.022405
69.0000,1701,-4.902762,4,3,0.000000,0,0,1,1,1,1,5,4,5,9,1,5,2,3,6,0,2.000000,1.250000,0.000000,0.020000,0.480000,1.110208,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.001812,0.040000,0.480000,0.769721,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.001812,0.050000,0.480000,0.818250,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.000000,0.000000,0.480000,0.171585,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.000000,0.030000,1.200000,1.000000,0.988000,0.000906,0.000000,1.000000,0.000000,0.022735,2.000000,1.250000,0.000000,0.020000,0.480000,1.110208,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.001812,0.040000,0.480000,0.769721,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.001812,0.050000,0.480000,0.818250,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.000000,0.000000,0.480000,0.171585,0.988000,0.000906,0.000000,0.000000,1.000000,0.022735,2.000000,1.250000,0.000000,0.040000,1.200000,1.000000,0.988000,0.000906,0.000000,1.000000,0.000000,0.022735
58.0000,5100,-4.554582,4,1,0.200000,0,1,0,1,1,1,1,2,0,6,1,1,0,8,1,2,1.000000,0.600000,0.000000,0.000000,0.480000,0.910189,0.996000,0.000000,0.000000,0.000000,1.000000,0.019110,1.000000,0.600000,0.000000,0.010000,0.480000,1.174545,0.996000,0.000000,0.000000,0.000000,1.000000,0.019110,1.000000,0.600000,0.000000,0.030000,0.480000,0.252982,0.996000,0.000000,0.000000,0.000000,1.000000,0.019110,1.000000,0.600000,0.000000,0.000000,0.480000,0.784290,0.996000,0.000000,0.000000,0.000000,1.000000,0.019110,1.000000,0.600000,0.000000,0.010000,1.200000,1.000000,0.996000,0.000000,0.000000,1.000000,0.000000,0.019110,1.000000,0.600000,0.000000,0.030000,0.480000,0.910189,0.983000,0.000870,0.000696,0.000000,1.000000,0.023661,1.000000,0.600000,0.001741,0.030000,0.480000,1.174545,0.983000,0.000870,0.000696,0.000000,1.000000,0.023661,1.000000,0.600000,0.001741,0.050000,0.480000,0.252982,0.983000,0.000870,0.000696,0.000000,1.000000,0.023661,1.000000,0.600000,0.000000,0.010000,0.480000,0.784290,0.983000,0.000870,0.000696,0.000000,1.000000,0.023661,1.000000,0.600000,0.000696,0.050000,1.200000,1.000000,0.983000,0.000870,0.000696,1.000000,0.000000,0.023661
61.0000,3900,7.679786,1,33,0.500000,0,0,1,1,1,1,8,6,9,5,1,2,7,5,3,10,1.000000,0.600000,0.000000,0.000000,0.480000,1.100357,0.994000,0.000512,0.000000,0.000000,1.000000,0.020099,1.000000,0.600000,0.000000,0.010000,0.480000,0.897875,0.994000,0.000512,0.000000,0.000000,1.000000,0.020099,1.000000,0.600000,0.002049,0.040000,0.480000,0.677294,0.994000,0.000512,0.000000,0.000000,1.000000,0.020099,1.000000,0.600000,0.000000,0.000000,0.480000,0.232638,0.994000,0.000512,0.000000,0.000000,1.000000,0.020099,1.000000,0.600000,0.000000,0.020000,1.200000,1.000000,0.994000,0.000512,0.000000,1.000000,0.000000,0.020099,1.000000,0.600000,0.000000,0.030000,0.480000,1.171990,0.984000,0.000868,0.000694,0.000000,1.000000,0.023723,1.000000,0.600000,0.001736,0.030000,0.480000,0.912736,0.984000,0.000868,0.000694,0.000000,1.000000,0.023723,1.000000,0.600000,0.001736,0.050000,0.480000,0.777702,0.984000,0.000868,0.000694,0.000000,1.000000,0.023723,1.000000,0.600000,0.000000,0.010000,0.480000,0.253663,0.984000,0.000868,0.000694,0.000000,1.000000,0.023723,1.000000,0.600000,0.000694,0.050000,1.200000,1.000000,0.984000,0.000868,0.000694,1.000000,0.000000,0.023723
73.0000,5101,-4.903742,2,54,0.000000,0,1,0,1,1,1,1,6,4,3,9,0,2,7,4,5,1.000000,0.600000,0.000000,0.030000,0.480000,0.910189,0.984000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.001712,0.030000,0.480000,1.174545,0.984000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.001712,0.060000,0.480000,0.252982,0.984000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.000000,0.010000,0.480000,0.784290,0.984000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.000685,0.050000,1.200000,1.000000,0.984000,0.000856,0.000685,1.000000,0.000000,0.024053,1.000000,0.600000,0.000000,0.030000,0.480000,0.910189,0.983000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.001712,0.030000,0.480000,1.174545,0.983000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.001712,0.070000,0.480000,0.252982,0.983000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.000000,0.010000,0.480000,0.784290,0.983000,0.000856,0.000685,0.000000,1.000000,0.024053,1.000000,0.600000,0.000685,0.050000,1.200000,1.000000,0.983000,0.000856,0.000685,1.000000,0.000000,0.024053
68.0000,3101,7.845341,2,52,0.200000,0,1,1,1,0,1,6,5,2,3,10,2,10,7,3,3,1.000000,0.600000,0.000000,0.010000,0.480000,0.139059,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.030000,0.480000,0.793643,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.001838,0.040000,0.480000,0.739051,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.000000,0.480000,1.075513,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.991000,0.000460,0.000000,1.000000,0.000000,0.022405,1.000000,0.600000,0.001623,0.040000,0.480000,0.059957,0.979000,0.001623,0.000649,0.000000,1.000000,0.025371,1.000000,0.600000,0.001623,0.040000,0.480000,0.726008,0.979000,0.001623,0.000649,0.000000,1.000000,0.025371,1.000000,0.600000,0.003247,0.060000,0.480000,0.678211,0.979000,0.001623,0.000649,0.000000,1.000000,0.025371,1.000000,0.600000,0.000000,0.010000,0.480000,0.991697,0.979000,0.001623,0.000649,0.000000,1.000000,0.025371,1.000000,0.600000,0.000649,0.070000,1.200000,1.000000,0.979000,0.001623,0.000649,1.000000,0.000000,0.025371
68.0000,4500,7.678527,0,17,0.800000,0,1,0,1,1,1,9,8,2,5,6,1,3,9,3,5,1.000000,0.600000,0.000000,0.010000,0.480000,0.838544,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.040000,0.480000,1.127849,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.001838,0.050000,0.480000,0.191021,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.000000,0.480000,0.778060,0.991000,0.000460,0.000000,0.000000,1.000000,0.022405,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.991000,0.000460,0.000000,1.000000,0.000000,0.022405,1.000000,0.600000,0.001582,0.030000,0.480000,0.838544,0.979000,0.001846,0.000633,0.000000,1.000000,0.026030,1.000000,0.600000,0.001582,0.040000,0.480000,1.127849,0.979000,0.001846,0.000633,0.000000,1.000000,0.026030,1.000000,0.600000,0.004219,0.060000,0.480000,0.191021,0.979000,0.001846,0.000633,0.000000,1.000000,0.026030,1.000000,0.600000,0.000000,0.010000,0.480000,0.778060,0.979000,0.001846,0.000633,0.000000,1.000000,0.026030,1.000000,0.600000,0.000633,0.070000,1.200000,1.000000,0.979000,0.001846,0.000633,1.000000,0.000000,0.026030
