time,task_id,reward,selected_agent,selected_vm,selected_priority_bin,done,mask_0,mask_1,mask_2,mask_3,mask_4,a0_score,a0_priority_bin,a1_score,a1_priority_bin,a2_score,a2_priority_bin,a3_score,a3_priority_bin,a4_score,a4_priority_bin,s_0_0,s_0_1,s_0_2,s_0_3,s_0_4,s_0_5,s_0_6,s_0_7,s_0_8,s_0_9,s_0_10,s_0_11,s_1_0,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,s_1_9,s_1_10,s_1_11,s_2_0,s_2_1,s_2_2,s_2_3,s_2_4,s_2_5,s_2_6,s_2_7,s_2_8,s_2_9,s_2_10,s_2_11,s_3_0,s_3_1,s_3_2,s_3_3,s_3_4,s_3_5,s_3_6,s_3_7,s_3_8,s_3_9,s_3_10,s_3_11,s_4_0,s_4_1,s_4_2,s_4_3,s_4_4,s_4_5,s_4_6,s_4_7,s_4_8,s_4_9,s_4_10,s_4_11,s_next_0_0,s_next_0_1,s_next_0_2,s_next_0_3,s_next_0_4,s_next_0_5,s_next_0_6,s_next_0_7,s_next_0_8,s_next_0_9,s_next_0_10,s_next_0_11,s_next_1_0,s_next_1_1,s_next_1_2,s_next_1_3,s_next_1_4,s_next_1_5,s_next_1_6,s_next_1_7,s_next_1_8,s_next_1_9,s_next_1_10,s_next_1_11,s_next_2_0,s_next_2_1,s_next_2_2,s_next_2_3,s_next_2_4,s_next_2_5,s_next_2_6,s_next_2_7,s_next_2_8,s_next_2_9,s_next_2_10,s_next_2_11,s_next_3_0,s_next_3_1,s_next_3_2,s_next_3_3,s_next_3_4,s_next_3_5,s_next_3_6,s_next_3_7,s_next_3_8,s_next_3_9,s_next_3_10,s_next_3_11,s_next_4_0,s_next_4_1,s_next_4_2,s_next_4_3,s_next_4_4,s_next_4_5,s_next_4_6,s_next_4_7,s_next_4_8,s_next_4_9,s_next_4_10,s_next_4_11
39.0000,3000,8.150000,4,0,9,0,1,1,1,1,1,3,10,8,6,3,8,2,4,8,9,0.666667,0.400000,0.000000,0.000000,0.480000,0.327278,1.000000,0.000000,0.000000,0.000000,1.000000,0.012850,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,1.000000,0.000000,0.000000,0.000000,1.000000,0.012850,0.666667,0.400000,0.000000,0.000000,0.480000,0.432563,1.000000,0.000000,0.000000,0.000000,1.000000,0.012850,0.666667,0.400000,0.000000,0.000000,0.480000,0.933571,1.000000,0.000000,0.000000,0.000000,1.000000,0.012850,0.666667,0.400000,0.000000,0.000000,1.200000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.012850,0.666667,0.400000,0.000000,0.000000,0.480000,0.327278,0.000000,0.000000,0.000813,0.000000,1.000000,0.013509,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,0.000000,0.000000,0.000813,0.000000,1.000000,0.013509,0.666667,0.400000,0.000000,0.000000,0.480000,0.432563,0.000000,0.000000,0.000813,0.000000,1.000000,0.013509,0.666667,0.400000,0.000000,0.000000,0.480000,0.933571,0.000000,0.000000,0.000813,0.000000,1.000000,0.013509,0.666667,0.400000,0.000813,0.000000,1.200000,1.000000,0.000000,0.000000,0.000813,1.000000,0.000000,0.013509
42.0000,2250,8.024242,2,48,5,0,1,1,1,1,1,3,0,4,10,9,5,4,8,2,0,0.666667,0.400000,0.000000,0.000000,0.480000,0.990826,1.000000,0.000000,0.000794,0.000000,1.000000,0.013839,0.666667,0.400000,0.000000,0.000000,0.480000,0.898879,1.000000,0.000000,0.000794,0.000000,1.000000,0.013839,0.666667,0.400000,0.000000,0.000000,0.480000,0.508571,1.000000,0.000000,0.000794,0.000000,1.000000,0.013839,0.666667,0.400000,0.000000,0.000000,0.480000,0.291361,1.000000,0.000000,0.000794,0.000000,1.000000,0.013839,0.666667,0.400000,0.000794,0.000000,1.200000,1.000000,1.000000,0.000000,0.000794,1.000000,0.000000,0.013839,0.666667,0.400000,0.004630,0.020000,0.480000,0.997545,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,0.666667,0.400000,0.000000,0.000000,0.480000,0.921693,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,0.666667,0.400000,0.001852,0.000000,0.480000,0.497505,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,0.666667,0.400000,0.000000,0.000000,0.480000,0.319271,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,0.666667,0.400000,0.000741,0.000000,1.200000,1.000000,0.000000,0.001620,0.000741,1.000000,0.000000,0.014827
43.0000,3001,8.024259,0,16,7,0,1,1,1,1,1,10,7,2,0,2,7,1,10,4,0,0.666667,0.400000,0.000000,0.000000,0.480000,0.327278,0.000000,0.000484,0.000775,0.000000,1.000000,0.014168,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,0.000000,0.000484,0.000775,0.000000,1.000000,0.014168,0.666667,0.400000,0.001938,0.010000,0.480000,0.432563,0.000000,0.000484,0.000775,0.000000,1.000000,0.014168,0.666667,0.400000,0.000000,0.000000,0.480000,0.933571,0.000000,0.000484,0.000775,0.000000,1.000000,0.014168,0.666667,0.400000,0.000775,0.000000,1.200000,1.000000,0.000000,0.000484,0.000775,1.000000,0.000000,0.014168,0.666667,0.400000,0.004529,0.010000,0.480000,0.327278,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.001812,0.000000,0.480000,0.432563,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.000000,0.000000,0.480000,0.933571,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.000725,0.010000,1.200000,1.000000,0.000000,0.001585,0.000725,1.000000,0.000000,0.015157
44.0000,8500,8.065956,0,17,5,0,1,1,1,0,1,10,5,0,1,2,2,2,9,2,9,1.000000,0.600000,0.001894,0.010000,0.480000,0.360984,0.000000,0.000947,0.000758,0.000000,1.000000,0.014498,1.000000,0.600000,0.000000,0.000000,0.480000,0.986382,0.000000,0.000947,0.000758,0.000000,1.000000,0.014498,1.000000,0.600000,0.001894,0.010000,0.480000,0.919307,0.000000,0.000947,0.000758,0.000000,1.000000,0.014498,1.000000,0.600000,0.000000,0.000000,0.480000,1.299140,0.000000,0.000947,0.000758,0.000000,1.000000,0.014498,1.000000,0.600000,0.000758,0.000000,1.200000,1.000000,0.000000,0.000947,0.000758,1.000000,0.000000,0.014498,1.000000,0.600000,0.004340,0.000000,0.480000,0.323798,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,1.000000,0.600000,0.000000,0.000000,0.480000,0.953310,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,1.000000,0.600000,0.001736,0.000000,0.480000,0.887882,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,1.000000,0.600000,0.000000,0.000000,0.480000,1.261860,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,1.000000,0.600000,0.005556,0.020000,1.200000,1.000000,0.000000,0.001519,0.005556,1.000000,0.000000,0.015815
46.0000,2251,8.149289,4,1,1,0,1,1,1,1,1,3,6,7,0,5,3,0,1,7,1,0.666667,0.400000,0.004529,0.010000,0.480000,0.999949,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.000000,0.000000,0.480000,0.929361,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.001812,0.000000,0.480000,0.494114,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.000000,0.000000,0.480000,0.328577,0.000000,0.001585,0.000725,0.000000,1.000000,0.015157,0.666667,0.400000,0.000725,0.010000,1.200000,1.000000,0.000000,0.001585,0.000725,1.000000,0.000000,0.015157,0.666667,0.400000,0.004340,0.000000,0.480000,1.004999,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.000000,0.000000,0.480000,0.944787,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.001736,0.000000,0.480000,0.487797,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.000000,0.000000,0.480000,0.347195,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.005556,0.020000,1.200000,1.000000,0.000000,0.001519,0.005556,1.000000,0.000000,0.015815
47.0000,3002,8.149393,4,2,5,0,1,1,1,1,1,10,0,7,10,2,5,3,7,10,5,0.666667,0.400000,0.004433,0.010000,0.480000,0.327278,0.000000,0.001551,0.001418,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,0.000000,0.001551,0.001418,0.000000,1.000000,0.015486,0.666667,0.400000,0.001773,0.000000,0.480000,0.432563,0.000000,0.001551,0.001418,0.000000,1.000000,0.015486,0.666667,0.400000,0.000000,0.000000,0.480000,0.933571,0.000000,0.001551,0.001418,0.000000,1.000000,0.015486,0.666667,0.400000,0.001418,0.020000,1.200000,1.000000,0.000000,0.001551,0.001418,1.000000,0.000000,0.015486,0.666667,0.400000,0.004252,0.000000,0.480000,0.327278,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,0.666667,0.400000,0.000000,0.000000,0.480000,0.889694,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,0.666667,0.400000,0.001701,0.000000,0.480000,0.432563,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,0.666667,0.400000,0.001701,0.010000,0.480000,0.933571,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,0.666667,0.400000,0.005442,0.010000,1.200000,1.000000,0.000000,0.001913,0.005442,1.000000,0.000000,0.016145
48.0000,1500,8.024729,3,64,8,0,1,1,1,1,1,3,8,7,1,6,7,8,8,6,3,0.666667,0.400000,0.004340,0.000000,0.480000,0.761243,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.000000,0.000000,0.480000,0.877791,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.001736,0.000000,0.480000,0.202707,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.000000,0.000000,0.480000,0.481784,0.000000,0.001519,0.005556,0.000000,1.000000,0.015815,0.666667,0.400000,0.005556,0.020000,1.200000,1.000000,0.000000,0.001519,0.005556,1.000000,0.000000,0.015815,0.666667,0.400000,0.004085,0.000000,0.480000,0.761243,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,0.666667,0.400000,0.002451,0.010000,0.480000,0.877791,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,0.666667,0.400000,0.003268,0.010000,0.480000,0.202707,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,0.666667,0.400000,0.004085,0.010000,0.480000,0.481784,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,0.666667,0.400000,0.005229,0.000000,1.200000,1.000000,0.000000,0.003472,0.005229,1.000000,0.000000,0.016804
45.0000,5000,8.159729,4,0,1,0,0,1,1,1,1,8,6,5,10,1,8,8,3,9,1,2.000000,1.250000,0.004630,0.020000,0.480000,1.136680,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,2.000000,1.250000,0.000000,0.000000,0.480000,0.868579,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,2.000000,1.250000,0.001852,0.000000,0.480000,0.762976,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,2.000000,1.250000,0.000000,0.000000,0.480000,0.211003,0.000000,0.001620,0.000741,0.000000,1.000000,0.014827,2.000000,1.250000,0.000741,0.000000,1.200000,1.000000,0.000000,0.001620,0.000741,1.000000,0.000000,0.014827,2.000000,1.250000,0.004085,0.000000,0.480000,1.126745,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,2.000000,1.250000,0.002451,0.010000,0.480000,0.828236,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,2.000000,1.250000,0.003268,0.010000,0.480000,0.786438,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,2.000000,1.250000,0.004085,0.010000,0.480000,0.186828,0.000000,0.003472,0.005229,0.000000,1.000000,0.016804,2.000000,1.250000,0.005229,0.000000,1.200000,1.000000,0.000000,0.003472,0.005229,1.000000,0.000000,0.016804
49.0000,13500,8.065118,3,65,1,0,1,0,1,1,1,2,3,10,4,3,8,5,1,0,0,1.000000,0.600000,0.004252,0.000000,0.480000,0.910189,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,1.000000,0.600000,0.000000,0.000000,0.480000,1.174545,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,1.000000,0.600000,0.001701,0.000000,0.480000,0.252982,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,1.000000,0.600000,0.001701,0.010000,0.480000,0.784290,0.000000,0.001913,0.005442,0.000000,1.000000,0.016145,1.000000,0.600000,0.005442,0.010000,1.200000,1.000000,0.000000,0.001913,0.005442,1.000000,0.000000,0.016145,1.000000,0.600000,0.003931,0.000000,0.480000,0.910189,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,1.000000,0.600000,0.012579,0.020000,0.480000,1.174545,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,1.000000,0.600000,0.003145,0.000000,0.480000,0.252982,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,1.000000,0.600000,0.003931,0.000000,0.480000,0.784290,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,1.000000,0.600000,0.006289,0.010000,1.200000,1.000000,0.000000,0.005896,0.006289,1.000000,0.000000,0.017463
50.0000,2252,8.023451,2,48,0,0,0,1,1,1,1,9,8,8,10,10,0,9,0,9,8,0.666667,0.400000,0.004167,0.000000,0.480000,1.010369,0.000000,0.002500,0.005333,0.000000,1.000000,0.016474,0.666667,0.400000,0.000000,0.000000,0.480000,0.960327,0.000000,0.002500,0.005333,0.000000,1.000000,0.016474,0.666667,0.400000,0.001667,0.000000,0.480000,0.482120,0.000000,0.002500,0.005333,0.000000,1.000000,0.016474,0.666667,0.400000,0.004167,0.020000,0.480000,0.365817,0.000000,0.002500,0.005333,0.000000,1.000000,0.016474,0.666667,0.400000,0.005333,0.010000,1.200000,1.000000,0.000000,0.002500,0.005333,1.000000,0.000000,0.016474,0.666667,0.400000,0.003931,0.000000,0.480000,1.019013,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,0.666667,0.400000,0.012579,0.020000,0.480000,0.983842,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,0.666667,0.400000,0.003145,0.000000,0.480000,0.474855,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,0.666667,0.400000,0.003931,0.000000,0.480000,0.393758,0.000000,0.005896,0.006289,0.000000,1.000000,0.017463,0.666667,0.400000,0.006289,0.010000,1.200000,1.000000,0.000000,0.005896,0.006289,1.000000,0.000000,0.017463
