time,task_id,reward,selected_agent,selected_vm,selected_prb_ratio,done,mask_0,mask_1,mask_2,mask_3,mask_4,a0_score,a0_prb,a1_score,a1_prb,a2_score,a2_prb,a3_score,a3_prb,a4_score,a4_prb,s_0_0,s_0_1,s_0_2,s_0_3,s_0_4,s_0_5,s_0_6,s_0_7,s_0_8,s_0_9,s_0_10,s_0_11,s_1_0,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,s_1_9,s_1_10,s_1_11,s_2_0,s_2_1,s_2_2,s_2_3,s_2_4,s_2_5,s_2_6,s_2_7,s_2_8,s_2_9,s_2_10,s_2_11,s_3_0,s_3_1,s_3_2,s_3_3,s_3_4,s_3_5,s_3_6,s_3_7,s_3_8,s_3_9,s_3_10,s_3_11,s_4_0,s_4_1,s_4_2,s_4_3,s_4_4,s_4_5,s_4_6,s_4_7,s_4_8,s_4_9,s_4_10,s_4_11,s_next_0_0,s_next_0_1,s_next_0_2,s_next_0_3,s_next_0_4,s_next_0_5,s_next_0_6,s_next_0_7,s_next_0_8,s_next_0_9,s_next_0_10,s_next_0_11,s_next_1_0,s_next_1_1,s_next_1_2,s_next_1_3,s_next_1_4,s_next_1_5,s_next_1_6,s_next_1_7,s_next_1_8,s_next_1_9,s_next_1_10,s_next_1_11,s_next_2_0,s_next_2_1,s_next_2_2,s_next_2_3,s_next_2_4,s_next_2_5,s_next_2_6,s_next_2_7,s_next_2_8,s_next_2_9,s_next_2_10,s_next_2_11,s_next_3_0,s_next_3_1,s_next_3_2,s_next_3_3,s_next_3_4,s_next_3_5,s_next_3_6,s_next_3_7,s_next_3_8,s_next_3_9,s_next_3_10,s_next_3_11,s_next_4_0,s_next_4_1,s_next_4_2,s_next_4_3,s_next_4_4,s_next_4_5,s_next_4_6,s_next_4_7,s_next_4_8,s_next_4_9,s_next_4_10,s_next_4_11
45.0000,2160,-4.900000,4,0,0.000000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.000000,0.600000,0.000000,0.000000,0.480000,0.975910,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.000000,0.480000,0.680817,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.000000,0.480000,0.700127,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.000000,0.480000,0.035901,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.000000,1.200000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.040359,1.000000,0.600000,0.000000,0.000000,0.480000,0.975910,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.000000,0.480000,0.680817,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.000000,0.480000,0.700127,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.000000,0.480000,0.035901,1.000000,0.000000,0.000000,0.000000,1.000000,0.040359,1.000000,0.600000,0.000000,0.010000,1.200000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.040359
50.0000,812,-4.901666,3,66,0.000000,0,1,1,1,1,1,6,2,2,2,7,1,10,0,6,2,1.000000,0.600000,0.000000,0.000000,0.480000,0.879737,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.000000,0.000000,0.480000,0.409192,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.000000,0.000000,0.480000,0.835113,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.005000,0.020000,0.480000,0.301522,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.996000,0.001250,0.000000,1.000000,0.000000,0.044843,1.000000,0.600000,0.000000,0.000000,0.480000,0.879737,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.000000,0.000000,0.480000,0.409192,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.000000,0.000000,0.480000,0.835113,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.005000,0.030000,0.480000,0.301522,0.996000,0.001250,0.000000,0.000000,1.000000,0.044843,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.996000,0.001250,0.000000,1.000000,0.000000,0.044843
46.0000,810,8.098167,3,64,0.100000,0,1,1,1,1,1,0,8,0,2,2,3,8,1,0,5,1.000000,0.600000,0.000000,0.000000,0.480000,0.916966,1.000000,0.000000,0.000000,0.000000,1.000000,0.041256,1.000000,0.600000,0.000000,0.000000,0.480000,0.433792,1.000000,0.000000,0.000000,0.000000,1.000000,0.041256,1.000000,0.600000,0.000000,0.000000,0.480000,0.863514,1.000000,0.000000,0.000000,0.000000,1.000000,0.041256,1.000000,0.600000,0.000000,0.000000,0.480000,0.304968,1.000000,0.000000,0.000000,0.000000,1.000000,0.041256,1.000000,0.600000,0.000000,0.010000,1.200000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.041256,1.000000,0.600000,0.000000,0.000000,0.480000,0.861126,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.000000,0.000000,0.480000,0.397637,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.000000,0.010000,0.480000,0.821181,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.004808,0.020000,0.480000,0.301523,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.995000,0.001202,0.000000,1.000000,0.000000,0.046637
49.0000,2162,8.264650,3,65,0.800000,0,1,1,1,1,1,8,9,5,10,9,1,10,8,5,2,1.000000,0.600000,0.000000,0.000000,0.480000,0.975910,0.997000,0.000638,0.000000,0.000000,1.000000,0.043946,1.000000,0.600000,0.000000,0.000000,0.480000,0.680817,0.997000,0.000638,0.000000,0.000000,1.000000,0.043946,1.000000,0.600000,0.000000,0.000000,0.480000,0.700127,0.997000,0.000638,0.000000,0.000000,1.000000,0.043946,1.000000,0.600000,0.002551,0.010000,0.480000,0.035901,0.997000,0.000638,0.000000,0.000000,1.000000,0.043946,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.997000,0.000638,0.000000,1.000000,0.000000,0.043946,1.000000,0.600000,0.000000,0.000000,0.480000,0.975910,0.994000,0.001179,0.000000,0.000000,1.000000,0.047534,1.000000,0.600000,0.000000,0.000000,0.480000,0.680817,0.994000,0.001179,0.000000,0.000000,1.000000,0.047534,1.000000,0.600000,0.000000,0.020000,0.480000,0.700127,0.994000,0.001179,0.000000,0.000000,1.000000,0.047534,1.000000,0.600000,0.004717,0.010000,0.480000,0.035901,0.994000,0.001179,0.000000,0.000000,1.000000,0.047534,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.994000,0.001179,0.000000,1.000000,0.000000,0.047534
54.0000,814,8.095957,3,64,0.900000,0,1,1,1,1,1,3,8,5,9,2,8,8,9,2,3,1.000000,0.600000,0.000000,0.000000,0.480000,0.842517,0.993000,0.001157,0.000000,0.000000,1.000000,0.048430,1.000000,0.600000,0.000000,0.000000,0.480000,0.386638,0.993000,0.001157,0.000000,0.000000,1.000000,0.048430,1.000000,0.600000,0.000000,0.020000,0.480000,0.807440,0.993000,0.001157,0.000000,0.000000,1.000000,0.048430,1.000000,0.600000,0.004630,0.010000,0.480000,0.302677,0.993000,0.001157,0.000000,0.000000,1.000000,0.048430,1.000000,0.600000,0.000000,0.040000,1.200000,1.000000,0.993000,0.001157,0.000000,1.000000,0.000000,0.048430,1.000000,0.600000,0.000000,0.020000,0.480000,0.786707,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.000000,0.010000,0.480000,0.357480,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.000000,0.030000,0.480000,0.767465,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.008333,0.020000,0.480000,0.312869,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.000000,0.040000,1.200000,1.000000,0.987000,0.002083,0.000000,1.000000,0.000000,0.053812
57.0000,2166,8.262447,3,65,0.100000,0,1,1,1,1,1,2,10,0,1,4,6,6,1,2,6,1.000000,0.600000,0.000000,0.010000,0.480000,0.975910,0.990000,0.001645,0.000000,0.000000,1.000000,0.051121,1.000000,0.600000,0.000000,0.000000,0.480000,0.680817,0.990000,0.001645,0.000000,0.000000,1.000000,0.051121,1.000000,0.600000,0.000000,0.030000,0.480000,0.700127,0.990000,0.001645,0.000000,0.000000,1.000000,0.051121,1.000000,0.600000,0.006579,0.020000,0.480000,0.035901,0.990000,0.001645,0.000000,0.000000,1.000000,0.051121,1.000000,0.600000,0.000000,0.040000,1.200000,1.000000,0.990000,0.001645,0.000000,1.000000,0.000000,0.051121,1.000000,0.600000,0.000000,0.020000,0.480000,0.975910,0.986000,0.002049,0.000000,0.000000,1.000000,0.054709,1.000000,0.600000,0.000000,0.020000,0.480000,0.680817,0.986000,0.002049,0.000000,0.000000,1.000000,0.054709,1.000000,0.600000,0.000000,0.030000,0.480000,0.700127,0.986000,0.002049,0.000000,0.000000,1.000000,0.054709,1.000000,0.600000,0.008197,0.010000,0.480000,0.035901,0.986000,0.002049,0.000000,0.000000,1.000000,0.054709,1.000000,0.600000,0.000000,0.040000,1.200000,1.000000,0.986000,0.002049,0.000000,1.000000,0.000000,0.054709
51.0000,2163,-4.571421,2,48,0.500000,0,1,1,1,1,1,4,0,3,6,8,5,6,1,1,1,1.000000,0.600000,0.000000,0.000000,0.480000,0.975910,0.996000,0.001225,0.000000,0.000000,1.000000,0.045740,1.000000,0.600000,0.000000,0.000000,0.480000,0.680817,0.996000,0.001225,0.000000,0.000000,1.000000,0.045740,1.000000,0.600000,0.000000,0.000000,0.480000,0.700127,0.996000,0.001225,0.000000,0.000000,1.000000,0.045740,1.000000,0.600000,0.004902,0.020000,0.480000,0.035901,0.996000,0.001225,0.000000,0.000000,1.000000,0.045740,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.996000,0.001225,0.000000,1.000000,0.000000,0.045740,1.000000,0.600000,0.000000,0.040000,0.480000,0.975910,0.982000,0.002885,0.000000,0.000000,1.000000,0.058296,1.000000,0.600000,0.001923,0.010000,0.480000,0.680817,0.982000,0.002885,0.000000,0.000000,1.000000,0.058296,1.000000,0.600000,0.001923,0.020000,0.480000,0.700127,0.982000,0.002885,0.000000,0.000000,1.000000,0.058296,1.000000,0.600000,0.007692,0.010000,0.480000,0.035901,0.982000,0.002885,0.000000,0.000000,1.000000,0.058296,1.000000,0.600000,0.000000,0.060000,1.200000,1.000000,0.982000,0.002885,0.000000,1.000000,0.000000,0.058296
60.0000,817,8.094864,1,33,0.500000,0,1,1,1,1,1,5,0,10,5,8,0,10,4,4,1,1.000000,0.600000,0.000000,0.020000,0.480000,0.786707,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.000000,0.010000,0.480000,0.357480,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.000000,0.030000,0.480000,0.767465,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.008333,0.020000,0.480000,0.312869,0.987000,0.002083,0.000000,0.000000,1.000000,0.053812,1.000000,0.600000,0.000000,0.040000,1.200000,1.000000,0.987000,0.002083,0.000000,1.000000,0.000000,0.053812,1.000000,0.600000,0.000000,0.040000,0.480000,0.730926,0.980000,0.002841,0.000000,0.000000,1.000000,0.059193,1.000000,0.600000,0.001894,0.010000,0.480000,0.335211,0.980000,0.002841,0.000000,0.000000,1.000000,0.059193,1.000000,0.600000,0.001894,0.040000,0.480000,0.729601,0.980000,0.002841,0.000000,0.000000,1.000000,0.059193,1.000000,0.600000,0.007576,0.010000,0.480000,0.332313,0.980000,0.002841,0.000000,0.000000,1.000000,0.059193,1.000000,0.600000,0.000000,0.060000,1.200000,1.000000,0.980000,0.002841,0.000000,1.000000,0.000000,0.059193
52.0000,813,-4.823058,2,49,0.300000,0,1,1,1,1,1,6,9,7,2,8,3,2,1,0,9,1.000000,0.600000,0.000000,0.000000,0.480000,0.861126,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.000000,0.000000,0.480000,0.397637,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.000000,0.010000,0.480000,0.821181,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.004808,0.020000,0.480000,0.301523,0.995000,0.001202,0.000000,0.000000,1.000000,0.046637,1.000000,0.600000,0.000000,0.030000,1.200000,1.000000,0.995000,0.001202,0.000000,1.000000,0.000000,0.046637,1.000000,0.600000,0.000000,0.050000,0.480000,0.703048,0.975000,0.004076,0.000000,0.000000,1.000000,0.061883,1.000000,0.600000,0.001812,0.020000,0.480000,0.327118,0.975000,0.004076,0.000000,0.000000,1.000000,0.061883,1.000000,0.600000,0.005435,0.030000,0.480000,0.711567,0.975000,0.004076,0.000000,0.000000,1.000000,0.061883,1.000000,0.600000,0.009058,0.030000,0.480000,0.345046,0.975000,0.004076,0.000000,0.000000,1.000000,0.061883,1.000000,0.600000,0.000000,0.070000,1.200000,1.000000,0.975000,0.004076,0.000000,1.000000,0.000000,0.061883
55.0000,2165,-4.657963,2,50,1.000000,0,1,1,1,1,1,4,8,4,8,5,10,4,7,4,5,1.000000,0.600000,0.000000,0.000000,0.480000,0.975910,0.992000,0.001136,0.000000,0.000000,1.000000,0.049327,1.000000,0.600000,0.000000,0.000000,0.480000,0.680817,0.992000,0.001136,0.000000,0.000000,1.000000,0.049327,1.000000,0.600000,0.000000,0.020000,0.480000,0.700127,0.992000,0.001136,0.000000,0.000000,1.000000,0.049327,1.000000,0.600000,0.004545,0.020000,0.480000,0.035901,0.992000,0.001136,0.000000,0.000000,1.000000,0.049327,1.000000,0.600000,0.000000,0.040000,1.200000,1.000000,0.992000,0.001136,0.000000,1.000000,0.000000,0.049327,1.000000,0.600000,0.001785,0.060000,0.480000,0.975910,0.970000,0.005356,0.000000,0.000000,1.000000,0.062789,1.000000,0.600000,0.003571,0.020000,0.480000,0.680817,0.970000,0.005356,0.000000,0.000000,1.000000,0.062789,1.000000,0.600000,0.007142,0.040000,0.480000,0.700127,0.970000,0.005356,0.000000,0.000000,1.000000,0.062789,1.000000,0.600000,0.008927,0.030000,0.480000,0.035901,0.970000,0.005356,0.000000,0.000000,1.000000,0.062789,1.000000,0.600000,0.000000,0.090000,1.200000,1.000000,0.970000,0.005356,0.000000,1.000000,0.000000,0.062789
