time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,action_offload,action_prb_ratio,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,s_next8,done
45.0,2160,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,2,0.0,1.0,-4.930000000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,1
48.0,811,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,0.0,0.998,0,0.0,1.0,9.79965,0.0,0.0,0.0,12.0,120000.0,20000.0,2.0,0.0,0.993,0
57.0,2166,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.992,3,0.0,1.0,-4.930400000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.992,1
54.0,814,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,0.0,0.993,0,0.0,1.0,9.798582916666666,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.99,0
56.0,815,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,0.992,0,0.0,1.0,9.798532916666666,0.0,0.05039508943797945,25.0,12.0,120000.0,20000.0,3.0,0.0,0.989,0
63.0,2169,0.0,0.0496031746031746,0.0,12.0,120000.0,0.0,0.0,0.0,0.989,2,0.0,1.0,-4.93055,0.0,0.0496031746031746,0.0,12.0,120000.0,0.0,0.0,0.0,0.989,1
46.0,810,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,0.0,1.0,2,0.1,1.0,-3.6805499999999998,0.0,0.048828125,25.0,12.0,120000.0,20000.0,3.0,0.0,0.989,1
58.0,816,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.992,0,0.0,1.0,9.798532916666666,0.0,0.0488204891703657,25.0,12.0,120000.0,20000.0,3.0,0.0,0.989,0
65.0,0,0.0,0.04807692307692308,0.0,8.0,80000.0,0.0,0.0,1.0,0.989,2,0.0,1.0,-4.93055,0.0,0.04807692307692308,0.0,8.0,80000.0,0.0,0.0,1.0,0.989,1
62.0,818,0.0,0.05040322580645161,25.0,12.0,120000.0,20000.0,3.0,0.0,0.989,0,0.0,1.0,9.798532916666668,0.0,0.04594911837242783,12.5,12.0,120000.0,20000.0,2.0,0.0,0.984,0
69.0,2,0.0,0.04528985507246377,0.0,8.0,80000.0,0.0,0.0,1.0,0.984,1,0.0,1.0,-4.9308000000000005,0.0,0.04528985507246377,0.0,8.0,80000.0,0.0,0.0,1.0,0.984,1
69.0,2172,0.0,0.04528985507246377,0.0,12.0,120000.0,0.0,0.0,0.0,0.984,2,0.0,1.0,-4.93085,0.0,0.04528985507246377,0.0,12.0,120000.0,0.0,0.0,0.0,0.983,1
64.0,819,0.0,0.048828125,25.0,12.0,120000.0,20000.0,3.0,0.0,0.989,0,0.0,1.0,9.798482916666666,0.0,0.08927294825411396,12.5,12.0,120000.0,20000.0,2.0,0.0,0.983,0
71.0,3,0.0,0.08802816901408451,0.0,8.0,80000.0,0.0,0.0,1.0,0.983,1,0.0,1.0,-4.93085,0.0,0.08802816901408451,0.0,8.0,80000.0,0.0,0.0,1.0,0.983,1
47.0,2161,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,2,0.1,1.0,-3.93095,0.0,0.08680555555555555,0.0,12.0,120000.0,0.0,0.0,0.0,0.981,1
69.0,1710,0.0,0.04528985507246377,0.0,12.0,120000.0,0.0,0.0,1.0,0.984,1,0.7174519896507263,1.0,9.902133333333333,0.0,0.08561643835616438,0.0,12.0,120000.0,0.0,0.0,1.0,0.981,0
73.0,4,0.0,0.08561643835616438,0.0,8.0,80000.0,0.0,0.0,1.0,0.981,1,0.0,1.0,-4.930950000000001,0.0,0.08561643835616438,0.0,8.0,80000.0,0.0,0.0,1.0,0.981,1
73.0,2174,0.0,0.08561643835616438,0.0,12.0,120000.0,0.0,0.0,0.0,0.981,2,0.0,1.0,-4.931000000000001,0.0,0.08561643835616438,0.0,12.0,120000.0,0.0,0.0,0.0,0.98,1
68.0,1260,0.0,0.04595588235294117,0.0,12.0,120000.0,20000.0,1.0,0.0,0.985,0,0.0,1.0,9.798499999999999,0.0,0.08445945945945946,25.0,12.0,120000.0,20000.0,4.0,0.0,0.98,0
71.0,1711,0.0,0.08802816901408451,0.0,12.0,120000.0,0.0,0.0,1.0,0.983,1,0.7174519896507263,1.0,9.902333333333333,0.0,0.08333333333333334,0.0,12.0,120000.0,0.0,0.0,1.0,0.98,0
70.0,822,0.0,0.08928571428571429,12.5,12.0,120000.0,20000.0,2.0,0.0,0.983,0,0.0,1.0,9.797632916666666,0.0,0.08222601207393605,37.5,12.0,120000.0,20000.0,4.0,0.0,0.976,0
70.0,1261,0.0,0.08928571428571429,12.5,12.0,120000.0,20000.0,2.0,0.0,0.983,0,0.0,1.0,9.797632916666666,0.0,0.08222601207393605,37.5,12.0,120000.0,20000.0,4.0,0.0,0.976,0
77.0,6,0.0,0.12175324675324675,0.0,8.0,80000.0,0.0,0.0,1.0,0.976,1,0.0,1.0,-4.9312000000000005,0.0,0.12175324675324675,0.0,8.0,80000.0,0.0,0.0,1.0,0.976,1
77.0,2176,0.0,0.12175324675324675,0.0,12.0,120000.0,0.0,0.0,0.0,0.976,3,0.0,1.0,-4.93125,0.0,0.12175324675324675,0.0,12.0,120000.0,0.0,0.0,0.0,0.975,1
72.0,823,0.0,0.08680555555555555,12.5,12.0,120000.0,20000.0,2.0,0.0,0.981,0,0.0,1.0,9.797582916666666,0.0,0.1602358466560894,37.5,12.0,120000.0,20000.0,4.0,0.0,0.975,0
72.0,1262,0.0,0.08680555555555555,25.0,12.0,120000.0,20000.0,3.0,0.0,0.981,0,0.0,1.0,9.797582916666666,0.0,0.1602358466560894,37.5,12.0,120000.0,20000.0,4.0,0.0,0.975,0
66.0,820,0.0,0.04734848484848485,25.0,12.0,120000.0,20000.0,3.0,0.0,0.988,2,0.7174519896507263,1.0,-3.4679166666666665,0.0,0.15822784810126583,37.5,12.0,120000.0,20000.0,4.0,0.0,0.975,1
79.0,7,0.0,0.15822784810126583,0.0,8.0,80000.0,0.0,0.0,1.0,0.975,3,0.0,1.0,-4.93125,0.0,0.15822784810126583,0.0,8.0,80000.0,0.0,0.0,1.0,0.975,1
68.0,821,0.0,0.04595588235294117,25.0,12.0,120000.0,20000.0,3.0,0.0,0.985,2,0.7174519896507263,1.0,-3.426917083333333,0.0,0.15623045166473548,25.0,12.0,120000.0,20000.0,3.0,0.0,0.97,1
74.0,824,0.0,0.08445945945945946,25.0,12.0,120000.0,20000.0,3.0,0.0,0.98,0,0.0,1.0,9.797582916666666,0.0,0.15623045166473548,25.0,12.0,120000.0,20000.0,3.0,0.0,0.97,0
74.0,1263,0.0,0.08445945945945946,25.0,12.0,120000.0,20000.0,3.0,0.0,0.98,0,0.0,1.0,9.797582916666666,0.0,0.15623045166473548,25.0,12.0,120000.0,20000.0,3.0,0.0,0.97,0
77.0,1714,0.0,0.12175324675324675,0.0,12.0,120000.0,0.0,0.0,1.0,0.976,1,0.03192143887281418,1.0,9.901883333333334,0.0,0.15432098765432098,0.0,12.0,120000.0,0.0,0.0,1.0,0.971,0
76.0,825,0.0,0.08223684210526315,37.5,12.0,120000.0,20000.0,4.0,0.0,0.976,0,0.0,1.0,9.797432916666665,0.0,0.19052552243317616,25.0,12.0,120000.0,20000.0,3.0,0.0,0.967,0
76.0,1264,0.0,0.08223684210526315,37.5,12.0,120000.0,20000.0,4.0,0.0,0.976,0,0.0,1.0,9.797432916666665,0.0,0.19052552243317616,25.0,12.0,120000.0,20000.0,3.0,0.0,0.967,0
83.0,9,0.0,0.18825301204819278,0.0,8.0,80000.0,0.0,0.0,1.0,0.967,1,0.0,1.0,-4.93165,0.0,0.18825301204819278,0.0,8.0,80000.0,0.0,0.0,1.0,0.967,1
83.0,1717,0.0,0.18825301204819278,0.0,12.0,120000.0,0.0,0.0,1.0,0.967,1,0.0,1.0,-4.93165,0.0,0.18825301204819278,0.0,12.0,120000.0,0.0,0.0,1.0,0.967,1
83.0,2179,0.0,0.18825301204819278,0.0,12.0,120000.0,0.0,0.0,0.0,0.967,2,0.0,1.0,-4.93165,0.0,0.18825301204819278,0.0,12.0,120000.0,0.0,0.0,0.0,0.967,1
78.0,826,0.0,0.16025641025641024,37.5,12.0,120000.0,20000.0,4.0,0.0,0.975,0,0.0,1.0,9.797382916666665,0.0,0.18598974098443746,25.0,12.0,120000.0,20000.0,3.0,0.0,0.966,0
78.0,1265,0.0,0.16025641025641024,37.5,12.0,120000.0,20000.0,4.0,0.0,0.975,0,0.0,1.0,9.797382916666665,0.0,0.18598974098443746,25.0,12.0,120000.0,20000.0,3.0,0.0,0.966,0
75.0,1713,0.0,0.08333333333333334,0.0,12.0,120000.0,0.0,0.0,1.0,0.98,2,0.03192143887281418,1.0,9.651683333333333,0.0,0.1838235294117647,0.0,12.0,120000.0,0.0,0.0,1.0,0.967,0
85.0,10,0.0,0.1838235294117647,0.0,8.0,80000.0,0.0,0.0,1.0,0.967,3,0.0,1.0,-4.93165,0.0,0.1838235294117647,0.0,8.0,80000.0,0.0,0.0,1.0,0.967,1
86.0,830,0.0,0.1816860465116279,25.0,12.0,120000.0,20000.0,3.0,0.0,0.965,2,0.0,1.0,-4.92675,0.0,0.1816860465116279,25.0,12.0,120000.0,20000.0,3.0,0.0,0.965,1
86.0,1269,0.0,0.1816860465116279,25.0,12.0,120000.0,20000.0,3.0,0.0,0.965,2,0.0,1.0,-4.92675,0.0,0.1816860465116279,25.0,12.0,120000.0,20000.0,3.0,0.0,0.965,1
87.0,1719,0.0,0.21551724137931033,0.0,12.0,120000.0,0.0,0.0,1.0,0.965,2,0.0,1.0,-4.931800000000001,0.0,0.21551724137931033,0.0,12.0,120000.0,0.0,0.0,1.0,0.964,1
82.0,828,0.0,0.19054878048780488,25.0,12.0,120000.0,20000.0,3.0,0.0,0.967,0,0.0,1.0,9.797382916666667,0.0,0.213043948069089,12.5,12.0,120000.0,20000.0,2.0,0.0,0.961,0
82.0,1267,0.0,0.19054878048780488,25.0,12.0,120000.0,20000.0,3.0,0.0,0.967,0,0.0,1.0,9.797382916666667,0.0,0.213043948069089,12.5,12.0,120000.0,20000.0,2.0,0.0,0.961,0
65.0,2170,0.0,0.04807692307692308,0.0,12.0,120000.0,0.0,0.0,0.0,0.989,2,0.7174519896507263,1.0,-3.93195,0.0,0.24578651685393257,0.0,12.0,120000.0,0.0,0.0,0.0,0.961,1
84.0,829,0.0,0.18601190476190474,25.0,12.0,120000.0,20000.0,3.0,0.0,0.967,0,0.0,1.0,9.797232916666667,0.05554937723037694,0.24302852538289912,12.5,12.0,120000.0,20000.0,2.0,0.0,0.958,0
84.0,1268,0.0,0.18601190476190474,25.0,12.0,120000.0,20000.0,3.0,0.0,0.967,0,0.0,1.0,9.797232916666667,0.05554937723037694,0.24302852538289912,12.5,12.0,120000.0,20000.0,2.0,0.0,0.958,0
49.0,2162,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,3,0.1332307606935501,1.0,-3.9321,0.055060009353594404,0.24088754092197548,0.0,12.0,120000.0,0.0,0.0,0.0,0.958,1
