time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,action_offload,action_prb,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,s_next8,s_next9,done
37.0,5220,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,6.0,1.0,1.0,2,24,0.0024752475247524753,9.893333333333333,0.0,0.07621951219512195,12.5,12.0,120000.0,20000.0,2.0,6.0,0.8,0.9,0
41.0,5222,0.0,0.07621951219512195,12.5,12.0,120000.0,20000.0,2.0,6.0,0.8,0.9,3,21,0.0024752475247524753,9.976666666666665,0.11627906976744186,0.07267441860465117,12.5,12.0,120000.0,20000.0,2.0,7.0,0.5,0.8,0
44.0,8820,0.11363636363636363,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,2.0,0.1,0.6,1,7,0.0024752475247524753,-4.98,0.11363636363636363,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,0.5,1
44.0,11970,0.11363636363636363,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,0.0,0.1,0.6,3,61,0.0024752475247524753,-4.955,0.11363636363636363,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,0.0,0.0,0.5,1
40.0,1350,0.0,0.078125,0.0,8.0,80000.0,0.0,0.0,6.0,0.9,1.0,3,94,0.0024752475247524753,-5.248333958333333,0.2983292888583035,0.06992092707616487,0.0,8.0,80000.0,0.0,0.0,6.0,0.0,0.5,1
43.0,7022,0.11627906976744186,0.07267441860465117,25.0,12.0,120000.0,20000.0,3.0,5.0,0.5,0.8,3,72,0.0024752475247524753,-5.031667083333333,0.29655983914001205,0.06950621229844034,25.0,12.0,120000.0,20000.0,3.0,5.0,0.0,0.5,1
39.0,5221,0.0,0.08012820512820512,0.0,12.0,120000.0,20000.0,1.0,6.0,0.9,1.0,0,0,0.0024752475247524753,9.74975,0.2962962962962963,0.1388888888888889,12.5,12.0,120000.0,20000.0,2.0,6.0,0.0,0.5,0
39.0,7020,0.0,0.08012820512820512,0.0,12.0,120000.0,20000.0,1.0,5.0,0.9,1.0,0,0,0.0024752475247524753,9.74975,0.2962962962962963,0.1388888888888889,12.5,12.0,120000.0,20000.0,2.0,5.0,0.0,0.5,0
45.0,3780,0.2962962962962963,0.1388888888888889,0.0,25.0,400000.0,20000.0,1.0,2.0,0.0,0.5,3,57,0.0024752475247524753,-4.955,0.2962962962962963,0.1388888888888889,0.0,25.0,400000.0,20000.0,2.0,2.0,0.0,0.5,1
45.0,5224,0.2962962962962963,0.1388888888888889,12.5,12.0,120000.0,20000.0,2.0,6.0,0.0,0.5,3,57,0.0024752475247524753,-4.955,0.2962962962962963,0.1388888888888889,12.5,12.0,120000.0,20000.0,2.0,6.0,0.0,0.5,1
45.0,5672,0.2962962962962963,0.1388888888888889,12.5,12.0,120000.0,20000.0,2.0,2.0,0.0,0.5,3,44,0.0024752475247524753,-4.955,0.2962962962962963,0.1388888888888889,12.5,12.0,120000.0,20000.0,2.0,2.0,0.0,0.5,1
