time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,action,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,done
41.0,91001,0.0,0.0,0.0,10.0,18000.0,25000.0,1.0,0.0,0,0.3333333333333333,0.0,0.010783606330312405,0.0,0.0,10.0,18000.0,25000.0,1.0,0.0,0
40.0,91000,0.0,0.0,0.0,10.0,18000.0,25000.0,1.0,0.0,3,0.3333333333333333,0.0,0.010714285714285714,0.0,0.0,10.0,18000.0,25000.0,1.0,0.0,0
43.0,91003,0.010465116279069767,0.0,0.0,10.0,18000.0,25000.0,1.0,0.0,2,0.3333333333333333,0.0,0.02,0.025,0.0,10.0,18000.0,25000.0,1.0,0.0,0
45.0,91005,0.02,0.025,0.0,10.0,18000.0,25000.0,1.0,0.0,0,0.3333333333333333,0.0,0.019680730443750176,0.024600913054687718,0.0,10.0,18000.0,25000.0,1.0,0.0,0
42.0,91002,0.010714285714285714,0.0,0.0,10.0,18000.0,25000.0,1.0,0.0,3,0.3333333333333333,0.0,0.01956521739130435,0.024456521739130436,0.0,10.0,18000.0,25000.0,1.0,0.0,0
43.0,136001,0.010465116279069767,0.0,0.0,10.0,18000.0,0.0,0.0,0.0,2,0.5,0.0,0.01956521739130435,0.024456521739130436,0.0,10.0,18000.0,0.0,0.0,0.0,0
44.0,91004,0.020454545454545454,0.01534090909090909,0.0,10.0,18000.0,25000.0,1.0,0.0,2,0.3333333333333333,0.0,0.01956521739130435,0.024456521739130436,0.0,10.0,18000.0,25000.0,1.0,0.0,0
43.0,109000,0.010465116279069767,0.0,0.0,10.0,18000.0,0.0,0.0,2.0,1,0.3333333333333333,0.0,0.01956521739130435,0.024456521739130436,0.0,10.0,18000.0,0.0,0.0,2.0,0
42.0,136000,0.010714285714285714,0.0,0.0,10.0,18000.0,0.0,0.0,0.0,2,0.5,0.0,0.34787234042553195,0.03351063829787234,0.0,10.0,18000.0,0.0,0.0,0.0,0
44.0,109001,0.020454545454545454,0.01534090909090909,0.0,10.0,18000.0,0.0,0.0,2.0,3,0.3333333333333333,0.0,0.34787234042553195,0.03351063829787234,0.0,10.0,18000.0,0.0,0.0,2.0,0
47.0,91007,0.34787234042553195,0.03351063829787234,0.0,10.0,18000.0,25000.0,1.0,0.0,0,0.3333333333333333,0.0,0.34255178241110784,0.0329981074799691,0.0,10.0,18000.0,25000.0,1.0,0.0,0
44.0,136002,0.020454545454545454,0.01534090909090909,0.0,10.0,18000.0,0.0,0.0,0.0,2,0.5,0.0,0.340625,0.19375,0.0,10.0,18000.0,0.0,0.0,0.0,0
45.0,136003,0.02,0.025,0.0,10.0,18000.0,0.0,0.0,0.0,2,0.5,0.0,0.340625,0.19375,0.0,10.0,18000.0,0.0,0.0,0.0,0
47.0,109004,0.34787234042553195,0.03351063829787234,0.0,10.0,18000.0,0.0,0.0,2.0,1,0.3333333333333333,0.0,0.3336734693877551,0.20357142857142857,0.0,10.0,18000.0,0.0,0.0,2.0,0
45.0,109002,0.02,0.025,0.0,10.0,18000.0,0.0,0.0,2.0,1,0.3333333333333333,0.0,0.336,0.20850000000000002,0.0,10.0,18000.0,0.0,0.0,2.0,0
46.0,109003,0.01956521739130435,0.024456521739130436,0.0,10.0,18000.0,0.0,0.0,2.0,2,0.3333333333333333,0.0,0.336,0.20850000000000002,0.0,10.0,18000.0,0.0,0.0,2.0,0
48.0,91008,0.340625,0.19375,0.0,10.0,18000.0,25000.0,1.0,0.0,2,0.3333333333333333,0.0,0.336,0.20850000000000002,0.0,10.0,18000.0,25000.0,1.0,0.0,0
47.0,136005,0.34787234042553195,0.03351063829787234,0.0,10.0,18000.0,0.0,0.0,0.0,3,0.5,0.0,0.336,0.20850000000000002,0.0,10.0,18000.0,0.0,0.0,0.0,0
50.0,91010,0.336,0.20850000000000002,0.0,10.0,18000.0,25000.0,1.0,0.0,0,0.3333333333333333,0.0,0.34003541493486794,0.20549966380846366,0.0,10.0,18000.0,25000.0,1.0,0.0,0
46.0,136004,0.01956521739130435,0.024456521739130436,0.0,10.0,18000.0,0.0,0.0,0.0,2,0.5,0.0,0.338235294117647,0.26323529411764707,0.0,10.0,18000.0,0.0,0.0,0.0,0
48.0,136006,0.340625,0.19375,0.0,10.0,18000.0,0.0,0.0,0.0,2,0.5,0.0,0.338235294117647,0.26323529411764707,0.0,10.0,18000.0,0.0,0.0,0.0,0
48.0,109005,0.340625,0.19375,0.0,10.0,18000.0,0.0,0.0,2.0,2,0.3333333333333333,0.0,0.338235294117647,0.26323529411764707,0.0,10.0,18000.0,0.0,0.0,2.0,0
49.0,91009,0.3336734693877551,0.20357142857142857,0.0,10.0,18000.0,25000.0,1.0,0.0,3,0.3333333333333333,0.0,0.338235294117647,0.26323529411764707,0.0,10.0,18000.0,25000.0,1.0,0.0,0
46.0,91006,0.01956521739130435,0.024456521739130436,0.0,10.0,18000.0,25000.0,1.0,0.0,2,0.3333333333333333,0.0,0.6865384615384615,0.2625,0.0,10.0,18000.0,25000.0,1.0,0.0,0
49.0,109006,0.3336734693877551,0.20357142857142857,0.0,10.0,18000.0,0.0,0.0,2.0,3,0.3333333333333333,0.0,0.6865384615384615,0.2625,0.0,10.0,18000.0,0.0,0.0,2.0,0
50.0,109007,0.336,0.20850000000000002,0.0,10.0,18000.0,0.0,0.0,2.0,1,0.3333333333333333,0.0,0.6865384615384615,0.2625,0.0,10.0,18000.0,0.0,0.0,2.0,0
49.0,9002,0.3336734693877551,0.20357142857142857,0.0,6.0,120000.0,0.0,0.0,1.0,2,0.3333333333333333,0.0,0.6865384615384615,0.2625,0.0,6.0,120000.0,0.0,0.0,1.0,0
49.0,136007,0.3336734693877551,0.20357142857142857,0.0,10.0,18000.0,0.0,0.0,0.0,2,0.5,0.0,0.6905660377358491,0.2660377358490566,0.0,10.0,18000.0,0.0,0.0,0.0,0
47.0,9000,0.34787234042553195,0.03351063829787234,0.0,6.0,120000.0,0.0,0.0,2.0,3,0.3333333333333333,0.0,0.6905660377358491,0.2660377358490566,0.0,6.0,120000.0,0.0,0.0,1.0,0
51.0,91011,0.338235294117647,0.26323529411764707,0.0,10.0,18000.0,25000.0,1.0,0.0,2,0.3333333333333333,0.0,0.6905660377358491,0.2660377358490566,0.0,10.0,18000.0,25000.0,1.0,0.0,0
51.0,118000,0.338235294117647,0.26323529411764707,0.0,10.0,18000.0,0.0,0.0,2.0,3,0.3333333333333333,0.0,0.6905660377358491,0.2660377358490566,0.0,10.0,18000.0,0.0,0.0,2.0,0
50.0,136008,0.336,0.20850000000000002,0.0,10.0,18000.0,0.0,0.0,0.0,3,0.5,0.0,0.6861111111111111,0.29305555555555557,0.0,10.0,18000.0,0.0,0.0,0.0,0
52.0,91012,0.6865384615384615,0.2625,0.0,10.0,18000.0,25000.0,1.0,0.0,2,0.3333333333333333,0.0,0.6861111111111111,0.29305555555555557,0.0,10.0,18000.0,25000.0,2.0,1.0,0
51.0,109008,0.338235294117647,0.26323529411764707,0.0,10.0,18000.0,0.0,0.0,2.0,3,0.3333333333333333,0.0,0.6861111111111111,0.29305555555555557,0.0,10.0,18000.0,0.0,0.0,2.0,0
48.0,9001,0.340625,0.19375,0.0,6.0,120000.0,0.0,0.0,1.0,2,0.3333333333333333,9900.0,0.6981818181818182,0.43227272727272725,0.0,6.0,120000.0,0.0,0.0,1.0,1
53.0,59500,0.6905660377358491,0.2660377358490566,0.0,10.0,18000.0,25000.0,1.0,3.0,3,0.25,0.0,0.6981818181818182,0.43227272727272725,0.0,10.0,18000.0,25000.0,1.0,3.0,0
53.0,91013,0.6905660377358491,0.2660377358490566,0.0,10.0,18000.0,25000.0,1.0,0.0,3,0.3333333333333333,0.0,0.6981818181818182,0.43227272727272725,0.0,10.0,18000.0,25000.0,1.0,1.0,0
