time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,action,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,done
38.0,7752,0.011842105263157893,0.0,0.0,10.0,18000.0,25000.0,1.0,2.0,0,0.25,0.0,0.011618897077485908,0.0,0.0,10.0,18000.0,25000.0,1.0,2.0,0
36.0,7750,0.0,0.0,0.0,10.0,18000.0,25000.0,1.0,2.0,3,0.25,0.0,0.011538461538461537,0.0,0.0,10.0,18000.0,25000.0,1.0,2.0,0
37.0,7751,0.0,0.0,0.0,10.0,18000.0,25000.0,1.0,2.0,1,0.25,0.0,0.011538461538461537,0.0,0.0,10.0,18000.0,25000.0,1.0,2.0,0
39.0,5950,0.011538461538461537,0.0,0.0,10.0,18000.0,25000.0,2.0,4.0,0,0.25,0.0,0.011326450710684442,0.0,0.0,10.0,18000.0,25000.0,2.0,4.0,0
39.0,8650,0.011538461538461537,0.0,0.0,10.0,18000.0,25000.0,1.0,5.0,0,0.25,0.0,0.011326450710684442,0.0,0.0,10.0,18000.0,25000.0,1.0,5.0,0
40.0,5951,0.01125,0.005625,0.0,10.0,18000.0,25000.0,2.0,4.0,0,0.25,0.0,0.011048364584246358,0.005524182292123179,0.0,10.0,18000.0,25000.0,2.0,4.0,0
39.0,6850,0.011538461538461537,0.0,0.0,10.0,18000.0,25000.0,1.0,3.0,2,0.25,0.0,0.010975609756097562,0.016463414634146342,0.0,10.0,18000.0,25000.0,1.0,3.0,0
41.0,6852,0.010975609756097562,0.016463414634146342,0.0,10.0,18000.0,25000.0,1.0,3.0,0,0.25,0.0,0.02156721266062481,0.01617540949546861,0.0,10.0,18000.0,25000.0,1.0,4.0,0
40.0,8651,0.01125,0.005625,0.0,10.0,18000.0,25000.0,1.0,5.0,2,0.25,0.0,0.02142857142857143,0.0375,0.0,10.0,18000.0,25000.0,1.0,5.0,0
40.0,6851,0.01125,0.005625,0.0,10.0,18000.0,25000.0,1.0,3.0,3,0.25,0.0,0.02142857142857143,0.0375,0.0,10.0,18000.0,25000.0,1.0,4.0,0
42.0,9102,0.02142857142857143,0.0375,0.0,10.0,18000.0,25000.0,1.0,5.0,0,0.25,0.0,0.021062480444071975,0.03685934077712596,0.0,10.0,18000.0,25000.0,1.0,5.0,0
41.0,5952,0.010975609756097562,0.016463414634146342,0.0,10.0,18000.0,25000.0,2.0,4.0,2,0.25,0.0,0.020930232558139535,0.05755813953488372,12.5,10.0,18000.0,25000.0,2.0,3.0,0
41.0,10451,0.010975609756097562,0.016463414634146342,0.0,10.0,18000.0,0.0,0.0,2.0,2,0.3333333333333333,0.0,0.020930232558139535,0.05755813953488372,0.0,10.0,18000.0,0.0,0.0,2.0,0
40.0,14500,0.01125,0.005625,0.0,10.0,18000.0,0.0,0.0,4.0,1,0.3333333333333333,0.0,0.020930232558139535,0.05755813953488372,0.0,10.0,18000.0,0.0,0.0,4.0,0
43.0,7757,0.020930232558139535,0.05755813953488372,0.0,10.0,18000.0,25000.0,1.0,1.0,0,0.25,0.0,0.030871248371541645,0.056597288681159694,0.0,10.0,18000.0,25000.0,1.0,1.0,0
