time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,action_offload,action_prb,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,s_next8,done
57.0,7928,0.9649122807017544,0.8771929824561403,0.0,12.0,120000.0,20000.0,1.0,4.0,0.22,1,100,0.0024752475247524753,-5.105,1.25,0.9895833333333334,0.0,12.0,120000.0,20000.0,1.0,3.0,0.0,1
56.0,8826,0.9821428571428571,0.8370535714285714,0.0,12.0,120000.0,0.0,0.0,2.0,0.25,2,100,0.0024752475247524753,-5.14708375,1.2497914931192313,0.9894182653860579,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
55.0,7476,0.8181818181818182,0.7954545454545455,0.0,12.0,120000.0,20000.0,2.0,3.0,0.34,0,0,0.0024752475247524753,9.75,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,20000.0,4.0,5.0,0.0,0
61.0,2256,1.2295081967213115,1.0587431693989071,0.0,8.0,80000.0,0.0,0.0,5.0,0.0,1,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,8.0,80000.0,0.0,0.0,5.0,0.0,1
61.0,4146,1.2295081967213115,1.0587431693989071,0.0,25.0,400000.0,0.0,0.0,0.0,0.0,3,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,25.0,400000.0,0.0,0.0,0.0,0.0,1
61.0,4866,1.2295081967213115,1.0587431693989071,0.0,25.0,400000.0,0.0,0.0,5.0,0.0,1,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,25.0,400000.0,0.0,0.0,5.0,0.0,1
61.0,5232,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,20000.0,1.0,7.0,0.0,1,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,20000.0,1.0,7.0,0.0,1
61.0,5680,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,20000.0,1.0,2.0,0.0,3,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,20000.0,1.0,2.0,0.0,1
61.0,7031,1.2295081967213115,1.0587431693989071,12.5,12.0,120000.0,20000.0,3.0,5.0,0.0,3,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,12.5,12.0,120000.0,20000.0,3.0,5.0,0.0,1
61.0,9272,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,0.0,0.0,7.0,0.0,2,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,0.0,0.0,7.0,0.0,1
61.0,10621,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,0.0,0.0,4.0,0.0,2,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,0.0,0.0,4.0,0.0,1
61.0,11523,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1,100,0.0024752475247524753,-4.98,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
54.0,8825,0.7407407407407408,0.8101851851851851,0.0,12.0,120000.0,0.0,0.0,2.0,0.37,1,100,0.0024752475247524753,-5.2716666666666665,1.2295081967213115,1.0587431693989071,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
57.0,7477,0.9649122807017544,0.8771929824561403,12.5,12.0,120000.0,20000.0,3.0,3.0,0.22,3,100,0.0024752475247524753,-5.186667083333333,1.4525497978454167,1.0423389753057388,12.5,12.0,120000.0,20000.0,4.0,5.0,0.0,1
57.0,5230,0.9649122807017544,0.8771929824561403,12.5,12.0,120000.0,20000.0,2.0,6.0,0.22,3,100,0.0024752475247524753,-5.186667083333333,1.4525497978454167,1.0423389753057388,0.0,12.0,120000.0,20000.0,1.0,7.0,0.0,1
55.0,11520,0.8181818181818182,0.7954545454545455,0.0,12.0,120000.0,0.0,0.0,2.0,0.34,3,100,0.0024752475247524753,-5.270000416666667,1.4525497978454167,1.0423389753057388,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
62.0,1361,1.4516129032258065,1.0416666666666665,0.0,8.0,80000.0,0.0,0.0,6.0,0.0,1,100,0.0024752475247524753,-4.98025,1.4516129032258065,1.0416666666666665,0.0,8.0,80000.0,0.0,0.0,6.0,0.0,1
62.0,8829,1.4516129032258065,1.0416666666666665,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1,100,0.0024752475247524753,-4.98,1.4516129032258065,1.0416666666666665,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
62.0,9722,1.4516129032258065,1.0416666666666665,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1,100,0.0024752475247524753,-4.98,1.4516129032258065,1.0416666666666665,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
62.0,11979,1.4516129032258065,1.0416666666666665,0.0,12.0,120000.0,0.0,0.0,0.0,0.0,2,100,0.0024752475247524753,-4.98,1.4516129032258065,1.0416666666666665,0.0,12.0,120000.0,0.0,0.0,0.0,0.0,1
59.0,5231,1.1016949152542372,0.9533898305084747,12.5,12.0,120000.0,20000.0,2.0,7.0,0.11,1,100,0.0024752475247524753,-5.105,1.4516129032258065,1.0416666666666665,0.0,12.0,120000.0,20000.0,1.0,7.0,0.0,1
59.0,7030,1.1016949152542372,0.9533898305084747,12.5,12.0,120000.0,20000.0,3.0,5.0,0.11,1,43,0.0024752475247524753,-5.10525,1.4516129032258065,1.0416666666666665,12.5,12.0,120000.0,20000.0,3.0,5.0,0.0,1
54.0,11975,0.7407407407407408,0.8101851851851851,0.0,12.0,120000.0,0.0,0.0,1.0,0.37,1,100,0.0024752475247524753,-3.3137504166666667,1.4513785758138082,1.0414985150515752,0.0,12.0,120000.0,0.0,0.0,0.0,0.0,1
57.0,9270,0.9649122807017544,0.8771929824561403,0.0,12.0,120000.0,0.0,0.0,7.0,0.22,2,100,0.0024752475247524753,-5.188750416666667,1.4513785758138082,1.0414985150515752,0.0,12.0,120000.0,0.0,0.0,7.0,0.0,1
51.0,2251,0.49019607843137253,0.4901960784313726,0.0,8.0,80000.0,0.0,0.0,5.0,0.55,2,100,0.0024752475247524753,-3.688958958333333,1.6842215124490971,1.0359298985301986,0.0,8.0,80000.0,0.0,0.0,5.0,0.0,1
57.0,5678,0.9649122807017544,0.8771929824561403,0.0,12.0,120000.0,20000.0,1.0,2.0,0.22,3,100,0.0024752475247524753,-5.228333750000001,1.6677252751389333,1.0257834033592648,0.0,12.0,120000.0,20000.0,1.0,2.0,0.0,1
58.0,8827,1.0344827586206897,0.9698275862068966,0.0,12.0,120000.0,0.0,0.0,2.0,0.17,3,100,0.0024752475247524753,-5.186667083333333,1.6677252751389333,1.0257834033592648,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
58.0,11977,1.0344827586206897,0.9698275862068966,0.0,12.0,120000.0,0.0,0.0,0.0,0.17,3,100,0.0024752475247524753,-5.186667083333333,1.6677252751389333,1.0257834033592648,0.0,12.0,120000.0,0.0,0.0,0.0,0.0,1
57.0,7029,0.9649122807017544,0.8771929824561403,0.0,12.0,120000.0,20000.0,2.0,4.0,0.22,0,0,0.0024752475247524753,9.74975,1.6666666666666667,1.0582010582010581,12.5,12.0,120000.0,20000.0,3.0,5.0,0.0,0
63.0,1800,1.6666666666666667,1.0582010582010581,0.0,8.0,80000.0,0.0,0.0,3.0,0.0,3,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,0.0,8.0,80000.0,0.0,0.0,3.0,0.0,1
63.0,2257,1.6666666666666667,1.0582010582010581,0.0,8.0,80000.0,0.0,0.0,5.0,0.0,2,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,0.0,8.0,80000.0,0.0,0.0,5.0,0.0,1
63.0,3786,1.6666666666666667,1.0582010582010581,25.0,25.0,400000.0,20000.0,3.0,1.0,0.0,2,100,0.0024752475247524753,-4.975,1.6666666666666667,1.0582010582010581,25.0,25.0,400000.0,20000.0,3.0,1.0,0.0,1
63.0,5233,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,20000.0,1.0,7.0,0.0,1,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,20000.0,2.0,7.0,0.0,1
63.0,5681,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,20000.0,1.0,2.0,0.0,1,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,20000.0,1.0,2.0,0.0,1
63.0,7032,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,20000.0,2.0,5.0,0.0,1,30,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,12.5,12.0,120000.0,20000.0,3.0,5.0,0.0,1
63.0,7480,1.6666666666666667,1.0582010582010581,12.5,12.0,120000.0,20000.0,4.0,5.0,0.0,1,30,0.0024752475247524753,-4.98025,1.6666666666666667,1.0582010582010581,25.0,12.0,120000.0,20000.0,4.0,5.0,0.0,1
63.0,7931,1.6666666666666667,1.0582010582010581,12.5,12.0,120000.0,20000.0,2.0,3.0,0.0,2,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,12.5,12.0,120000.0,20000.0,2.0,3.0,0.0,1
63.0,9273,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,0.0,0.0,7.0,0.0,2,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,0.0,0.0,7.0,0.0,1
63.0,10622,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,0.0,0.0,4.0,0.0,2,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,0.0,0.0,4.0,0.0,1
63.0,11524,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,2,100,0.0024752475247524753,-4.98,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
59.0,7929,1.1016949152542372,0.9533898305084747,0.0,12.0,120000.0,20000.0,1.0,3.0,0.11,2,100,0.0024752475247524753,-5.1466666666666665,1.6666666666666667,1.0582010582010581,12.5,12.0,120000.0,20000.0,2.0,3.0,0.0,1
59.0,5679,1.1016949152542372,0.9533898305084747,0.0,12.0,120000.0,20000.0,1.0,2.0,0.11,1,100,0.0024752475247524753,-5.1466666666666665,1.6666666666666667,1.0582010582010581,0.0,12.0,120000.0,20000.0,1.0,2.0,0.0,1
60.0,1360,1.25,0.9895833333333334,0.0,8.0,80000.0,0.0,0.0,6.0,0.02,1,100,0.0024752475247524753,-5.188333333333334,1.8157894736842106,1.0526315789473684,0.0,8.0,80000.0,0.0,0.0,6.0,0.0,1
58.0,9720,1.0344827586206897,0.9698275862068966,0.0,12.0,120000.0,0.0,0.0,2.0,0.17,3,100,0.0024752475247524753,-5.228333750000001,1.7979984681053052,1.0423179525248147,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
59.0,10620,1.1016949152542372,0.9533898305084747,0.0,12.0,120000.0,0.0,0.0,5.0,0.11,3,100,0.0024752475247524753,-5.186667083333333,1.7979984681053052,1.0423179525248147,0.0,12.0,120000.0,0.0,0.0,4.0,0.0,1
64.0,1362,1.7968749999999998,1.0416666666666667,0.0,8.0,80000.0,0.0,0.0,6.0,0.0,2,100,0.0024752475247524753,-4.98,1.7968749999999998,1.0416666666666667,0.0,8.0,80000.0,0.0,0.0,6.0,0.0,1
64.0,4147,1.7968749999999998,1.0416666666666667,0.0,25.0,400000.0,0.0,0.0,1.0,0.0,2,100,0.0024752475247524753,-4.98,1.7968749999999998,1.0416666666666667,0.0,25.0,400000.0,0.0,0.0,1.0,0.0,1
64.0,4867,1.7968749999999998,1.0416666666666667,0.0,25.0,400000.0,0.0,0.0,5.0,0.0,3,100,0.0024752475247524753,-4.98,1.7968749999999998,1.0416666666666667,0.0,25.0,400000.0,0.0,0.0,5.0,0.0,1
64.0,8830,1.7968749999999998,1.0416666666666667,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,3,100,0.0024752475247524753,-4.98,1.7968749999999998,1.0416666666666667,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
64.0,9723,1.7968749999999998,1.0416666666666667,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1,100,0.0024752475247524753,-4.98,1.7968749999999998,1.0416666666666667,0.0,12.0,120000.0,0.0,0.0,2.0,0.0,1
64.0,11980,1.7968749999999998,1.0416666666666667,0.0,12.0,120000.0,0.0,0.0,0.0,0.0,2,100,0.0024752475247524753,-4.98,1.7968749999999998,1.0416666666666667,0.0,12.0,120000.0,0.0,0.0,0.0,0.0,1
