time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,action_offload,action_prb_ratio,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,s_next8,done
47.0,2161,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,3,0.0,1.0,-4.9300500000000005,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,1
49.0,2162,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,3,0.0,1.0,-4.9300500000000005,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,1
51.0,2163,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,3,0.0,1.0,-4.9300500000000005,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,1
46.0,810,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,0.0,0.999,0,0.0,1.0,9.79945,0.0,0.0,25.0,12.0,120000.0,20000.0,4.0,0.0,0.999,0
53.0,2164,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,3,0.0,1.0,-4.9300500000000005,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.999,1
48.0,811,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,0.999,0,0.0,1.0,9.798982916666665,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.998,0
50.0,812,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.999,0,0.0,1.0,9.799132916666666,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,0.996,0
52.0,813,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.999,0,0.0,1.0,9.799082916666666,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,0.995,0
59.0,2167,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.995,2,0.0,1.0,-4.930250000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.995,1
58.0,816,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,0.995,0,0.0,1.0,9.798682916666666,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.992,0
65.0,0,0.0,0.0,0.0,8.0,80000.0,0.0,0.0,1.0,0.992,2,0.0,1.0,-4.930400000000001,0.0,0.0,0.0,8.0,80000.0,0.0,0.0,1.0,0.992,1
67.0,1,0.0,0.046641791044776115,0.0,8.0,80000.0,0.0,0.0,1.0,0.991,1,0.0,1.0,-4.93045,0.0,0.046641791044776115,0.0,8.0,80000.0,0.0,0.0,1.0,0.991,1
62.0,818,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,0.993,0,0.0,1.0,9.798482916666666,0.0,0.04594911837242783,25.0,12.0,120000.0,20000.0,3.0,0.0,0.988,0
45.0,2160,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,2,1.0,1.0,-3.9306,0.0,0.04528985507246377,0.0,12.0,120000.0,0.0,0.0,0.0,0.988,1
69.0,2,0.0,0.04528985507246377,0.0,8.0,80000.0,0.0,0.0,1.0,0.988,1,0.0,1.0,-4.9306,0.0,0.04528985507246377,0.0,8.0,80000.0,0.0,0.0,1.0,0.988,1
69.0,2172,0.0,0.04528985507246377,0.0,12.0,120000.0,0.0,0.0,0.0,0.988,2,0.0,1.0,-4.93065,0.0,0.04528985507246377,0.0,12.0,120000.0,0.0,0.0,0.0,0.987,1
64.0,819,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.992,0,0.0,1.0,9.798582916666668,0.0,0.04463647412705698,12.5,12.0,120000.0,20000.0,2.0,0.0,0.985,0
66.0,820,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.991,0,0.0,1.0,9.798332916666666,0.0,0.17358697769935041,12.5,12.0,120000.0,20000.0,2.0,0.0,0.98,0
69.0,1710,0.0,0.04528985507246377,0.0,12.0,120000.0,0.0,0.0,1.0,0.988,1,0.11116181313991547,1.0,9.902383333333333,0.0,0.17123287671232876,0.0,12.0,120000.0,0.0,0.0,1.0,0.981,0
73.0,4,0.0,0.17123287671232876,0.0,8.0,80000.0,0.0,0.0,1.0,0.981,3,0.0,1.0,-4.930950000000001,0.0,0.17123287671232876,0.0,8.0,80000.0,0.0,0.0,1.0,0.981,1
68.0,1260,0.0,0.04595588235294117,0.0,12.0,120000.0,20000.0,1.0,0.0,0.99,2,0.11116181313991547,1.0,9.81895,0.0,0.16891891891891891,12.5,12.0,120000.0,20000.0,2.0,0.0,0.979,0
60.0,817,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,0.995,2,1.0,1.0,-3.514800416666666,0.0,0.1688960723015711,25.0,12.0,120000.0,20000.0,3.0,0.0,0.979,1
70.0,1261,0.0,0.044642857142857144,0.0,12.0,120000.0,20000.0,1.0,0.0,0.987,2,0.11116181313991547,1.0,9.860616666666665,0.0,0.16666666666666669,25.0,12.0,120000.0,20000.0,3.0,0.0,0.979,0
75.0,1713,0.0,0.16666666666666669,0.0,12.0,120000.0,0.0,0.0,1.0,0.979,2,0.0,1.0,-4.931100000000001,0.0,0.16666666666666669,0.0,12.0,120000.0,0.0,0.0,1.0,0.978,1
77.0,6,0.0,0.16233766233766234,0.0,8.0,80000.0,0.0,0.0,1.0,0.977,2,0.0,1.0,-4.931150000000001,0.0,0.16233766233766234,0.0,8.0,80000.0,0.0,0.0,1.0,0.977,1
72.0,1262,0.0,0.1736111111111111,0.0,12.0,120000.0,20000.0,1.0,0.0,0.982,0,0.0,1.0,9.79825,0.0,0.2403846153846154,25.0,12.0,120000.0,20000.0,4.0,0.0,0.975,0
72.0,823,0.0,0.1736111111111111,12.5,12.0,120000.0,20000.0,2.0,0.0,0.982,0,0.0,1.0,9.797582916666666,0.0,0.2403537699841341,37.5,12.0,120000.0,20000.0,4.0,0.0,0.975,0
74.0,824,0.0,0.16891891891891891,12.5,12.0,120000.0,20000.0,2.0,0.0,0.979,0,0.0,1.0,9.797332916666667,0.0,0.2343456774971032,37.5,12.0,120000.0,20000.0,4.0,0.0,0.97,0
74.0,1263,0.0,0.16891891891891891,12.5,12.0,120000.0,20000.0,2.0,0.0,0.979,0,0.0,1.0,9.797332916666667,0.0,0.2343456774971032,37.5,12.0,120000.0,20000.0,4.0,0.0,0.97,0
68.0,821,0.0,0.04595588235294117,37.5,12.0,120000.0,20000.0,4.0,0.0,0.99,2,0.11116181313991547,1.0,-3.4556166666666663,0.0,0.23148148148148145,37.5,12.0,120000.0,20000.0,4.0,0.0,0.971,1
81.0,8,0.0,0.23148148148148145,0.0,8.0,80000.0,0.0,0.0,1.0,0.971,2,0.0,1.0,-4.93145,0.0,0.23148148148148145,0.0,8.0,80000.0,0.0,0.0,1.0,0.971,1
81.0,453,0.0,0.23148148148148145,25.0,25.0,400000.0,20000.0,3.0,1.0,0.971,2,0.0,1.0,-4.926449999999999,0.0,0.23148148148148145,25.0,25.0,400000.0,20000.0,3.0,1.0,0.971,1
81.0,2178,0.0,0.23148148148148145,0.0,12.0,120000.0,0.0,0.0,0.0,0.971,2,0.0,1.0,-4.9315,0.0,0.23148148148148145,0.0,12.0,120000.0,0.0,0.0,0.0,0.97,1
71.0,1711,0.0,0.08802816901408451,0.0,12.0,120000.0,0.0,0.0,1.0,0.985,2,0.11116181313991547,1.0,9.610216666666666,0.0,0.26676829268292684,0.0,12.0,120000.0,0.0,0.0,1.0,0.971,0
76.0,825,0.0,0.1644736842105263,25.0,12.0,120000.0,20000.0,3.0,0.0,0.977,0,0.0,1.0,9.797482916666667,0.0,0.26673573140644663,25.0,12.0,120000.0,20000.0,3.0,0.0,0.968,0
76.0,1264,0.0,0.1644736842105263,25.0,12.0,120000.0,20000.0,3.0,0.0,0.977,0,0.0,1.0,9.797482916666667,0.0,0.26673573140644663,25.0,12.0,120000.0,20000.0,3.0,0.0,0.968,0
79.0,1715,0.0,0.23734177215189875,0.0,12.0,120000.0,0.0,0.0,1.0,0.975,1,1.0,1.0,9.901783333333334,0.0,0.2635542168674699,0.0,12.0,120000.0,0.0,0.0,1.0,0.969,0
70.0,822,0.0,0.044642857142857144,25.0,12.0,120000.0,20000.0,3.0,0.0,0.987,2,0.11116181313991547,1.0,-3.510033333333334,0.0,0.2976190476190476,25.0,12.0,120000.0,20000.0,3.0,0.0,0.966,1
78.0,826,0.0,0.2403846153846154,37.5,12.0,120000.0,20000.0,4.0,0.0,0.975,0,0.0,1.0,9.797332916666665,0.0,0.29758358557509995,25.0,12.0,120000.0,20000.0,3.0,0.0,0.965,0
78.0,1265,0.0,0.2403846153846154,25.0,12.0,120000.0,20000.0,3.0,0.0,0.975,0,0.0,1.0,9.797332916666665,0.0,0.29758358557509995,25.0,12.0,120000.0,20000.0,3.0,0.0,0.965,0
85.0,10,0.0,0.29411764705882354,0.0,8.0,80000.0,0.0,0.0,1.0,0.965,1,0.0,1.0,-4.931750000000001,0.0,0.29411764705882354,0.0,8.0,80000.0,0.0,0.0,1.0,0.965,1
85.0,1718,0.0,0.29411764705882354,0.0,12.0,120000.0,0.0,0.0,1.0,0.965,1,0.0,1.0,-4.932,0.0,0.29411764705882354,0.0,12.0,120000.0,0.0,0.0,1.0,0.965,1
81.0,1716,0.0,0.23148148148148145,0.0,12.0,120000.0,0.0,0.0,1.0,0.971,1,1.0,1.0,9.859616666666666,0.0,0.36337209302325585,0.0,12.0,120000.0,0.0,0.0,1.0,0.964,0
61.0,2168,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.994,2,1.0,1.0,-3.93185,0.0,0.36332980312407825,0.0,12.0,120000.0,0.0,0.0,0.0,0.963,1
80.0,827,0.0,0.234375,37.5,12.0,120000.0,20000.0,4.0,0.0,0.972,0,0.0,1.0,9.797482916666667,0.0,0.36332980312407825,12.5,12.0,120000.0,20000.0,2.0,0.0,0.963,0
80.0,1266,0.0,0.234375,37.5,12.0,120000.0,20000.0,4.0,0.0,0.972,0,0.0,1.0,9.797232916666665,0.0,0.36332980312407825,25.0,12.0,120000.0,20000.0,3.0,0.0,0.963,0
83.0,1717,0.0,0.2635542168674699,0.0,12.0,120000.0,0.0,0.0,1.0,0.969,1,0.5437305569648743,1.0,9.901483333333333,0.0,0.3591954022988506,0.0,12.0,120000.0,0.0,0.0,1.0,0.963,0
87.0,1719,0.0,0.3591954022988506,0.0,12.0,120000.0,0.0,0.0,1.0,0.963,3,0.0,1.0,-4.931900000000001,0.0,0.3591954022988506,0.0,12.0,120000.0,0.0,0.0,1.0,0.962,1
63.0,2169,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.993,2,0.25567030906677246,1.0,-3.9321,0.0,0.42608789613817794,0.0,12.0,120000.0,0.0,0.0,0.0,0.958,1
75.0,5,0.0,0.16666666666666669,0.0,8.0,80000.0,0.0,0.0,1.0,0.979,1,1.0,1.0,-3.766058958333333,0.0,0.4244801994702261,0.0,8.0,80000.0,0.0,0.0,1.0,0.958,1
82.0,828,0.0,0.26676829268292684,37.5,12.0,120000.0,20000.0,4.0,0.0,0.971,2,1.0,1.0,9.793783333333334,0.0,0.42134831460674155,12.5,12.0,120000.0,20000.0,2.0,0.0,0.959,0
65.0,2170,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.992,2,0.25567030906677246,1.0,-3.9322,0.0,0.4513386899968126,0.0,12.0,120000.0,0.0,0.0,0.0,0.956,1
77.0,2176,0.0,0.16233766233766234,0.0,12.0,120000.0,0.0,0.0,0.0,0.977,2,1.0,1.0,-3.4742837499999997,0.0,0.4513386899968126,0.0,12.0,120000.0,0.0,0.0,0.0,0.956,1
84.0,829,0.0,0.2976190476190476,25.0,12.0,120000.0,20000.0,3.0,0.0,0.966,0,0.0,1.0,9.797132916666667,0.0,0.4513386899968126,12.5,12.0,120000.0,20000.0,2.0,0.0,0.956,0
84.0,1268,0.0,0.2976190476190476,25.0,12.0,120000.0,20000.0,3.0,0.0,0.966,0,0.0,1.0,9.796882916666666,0.0,0.4513386899968126,25.0,12.0,120000.0,20000.0,3.0,0.0,0.956,0
91.0,13,0.0,0.4464285714285714,0.0,8.0,80000.0,0.0,0.0,1.0,0.956,2,0.0,1.0,-4.9322,0.0,0.4464285714285714,0.0,8.0,80000.0,0.0,0.0,1.0,0.956,1
67.0,2171,0.0,0.046641791044776115,0.0,12.0,120000.0,0.0,0.0,0.0,0.991,2,0.11116181313991547,1.0,-3.9323,0.0,0.44152804678534435,0.0,12.0,120000.0,0.0,0.0,0.0,0.954,1
86.0,1269,0.0,0.36337209302325585,25.0,12.0,120000.0,20000.0,3.0,0.0,0.964,0,0.0,1.0,9.796782916666666,0.0,0.44152804678534435,25.0,12.0,120000.0,20000.0,3.0,0.0,0.954,0
93.0,14,0.0,0.4368279569892473,0.0,8.0,80000.0,0.0,0.0,1.0,0.954,2,0.0,1.0,-4.932300000000001,0.0,0.4368279569892473,0.0,8.0,80000.0,0.0,0.0,1.0,0.954,1
93.0,1722,0.0,0.4368279569892473,0.0,12.0,120000.0,0.0,0.0,1.0,0.954,2,0.0,1.0,-4.932300000000001,0.0,0.4368279569892473,0.0,12.0,120000.0,0.0,0.0,1.0,0.954,1
79.0,7,0.0,0.23734177215189875,0.0,8.0,80000.0,0.0,0.0,1.0,0.975,1,1.0,1.0,-3.8288089583333327,0.0,0.4352211796713374,0.0,8.0,80000.0,0.0,0.0,1.0,0.953,1
75.0,451,0.0,0.16666666666666669,0.0,25.0,400000.0,20000.0,1.0,1.0,0.979,0,0.0,1.0,9.64655,0.05263157894736842,0.4605263157894737,50.0,25.0,400000.0,20000.0,5.0,1.0,0.951,0
54.0,814,0.0,0.0,37.5,12.0,120000.0,20000.0,4.0,0.0,0.999,3,1.0,1.0,-3.91505,0.052186613903912556,0.45663287165923483,25.0,12.0,120000.0,20000.0,3.0,0.0,0.949,1
71.0,2173,0.0,0.08802816901408451,0.0,12.0,120000.0,0.0,0.0,0.0,0.985,2,0.11116181313991547,1.0,-3.93255,0.10416666666666667,0.48828125,0.0,12.0,120000.0,0.0,0.0,0.0,0.949,1
96.0,1274,0.10416666666666667,0.48828125,25.0,12.0,120000.0,20000.0,3.0,0.0,0.949,2,0.0,1.0,-4.9276,0.10416666666666667,0.48828125,25.0,12.0,120000.0,20000.0,3.0,0.0,0.948,1
90.0,832,0.0,0.45138888888888884,12.5,12.0,120000.0,20000.0,2.0,0.0,0.956,0,0.0,1.0,9.796732916666667,0.10415580625395206,0.48823034181540037,12.5,12.0,120000.0,20000.0,2.0,0.0,0.948,0
90.0,1271,0.0,0.45138888888888884,25.0,12.0,120000.0,20000.0,3.0,0.0,0.956,0,0.0,1.0,9.796732916666667,0.10415580625395206,0.48823034181540037,12.5,12.0,120000.0,20000.0,2.0,0.0,0.948,0
