time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,action_offload,action_prb,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,done
51.0,3782,0.32679738562091504,0.16339869281045752,25.0,25.0,400000.0,20000.0,3.0,2.0,3,8,0.022727272727272728,-5.036533533333333,0.6629005079143692,0.14410880606834112,37.5,25.0,400000.0,20000.0,4.0,2.0,1
55.0,7476,0.30303030303030304,0.15151515151515152,12.5,12.0,120000.0,20000.0,2.0,3.0,3,2,0.022727272727272728,-5.02333375,0.6613755472666988,0.14377729288406496,12.5,12.0,120000.0,20000.0,2.0,3.0,1
58.0,1359,0.6609195402298851,0.14367816091954022,0.0,8.0,80000.0,0.0,0.0,6.0,2,6,0.022727272727272728,-4.859999999999999,0.6609195402298851,0.14367816091954022,0.0,8.0,80000.0,0.0,0.0,6.0,1
58.0,4145,0.6609195402298851,0.14367816091954022,0.0,25.0,400000.0,0.0,0.0,0.0,2,6,0.022727272727272728,-4.859999999999999,0.6609195402298851,0.14367816091954022,0.0,25.0,400000.0,0.0,0.0,0.0,1
58.0,4865,0.6609195402298851,0.14367816091954022,0.0,25.0,400000.0,0.0,0.0,5.0,2,6,0.022727272727272728,-4.859999999999999,0.6609195402298851,0.14367816091954022,0.0,25.0,400000.0,0.0,0.0,5.0,1
58.0,8827,0.6609195402298851,0.14367816091954022,0.0,12.0,120000.0,0.0,0.0,2.0,2,6,0.022727272727272728,-4.859999999999999,0.6609195402298851,0.14367816091954022,0.0,12.0,120000.0,0.0,0.0,2.0,1
58.0,9720,0.6609195402298851,0.14367816091954022,0.0,12.0,120000.0,0.0,0.0,2.0,2,6,0.022727272727272728,-4.859999999999999,0.6609195402298851,0.14367816091954022,0.0,12.0,120000.0,0.0,0.0,2.0,1
58.0,11977,0.6609195402298851,0.14367816091954022,0.0,12.0,120000.0,0.0,0.0,0.0,2,6,0.022727272727272728,-4.859999999999999,0.6609195402298851,0.14367816091954022,0.0,12.0,120000.0,0.0,0.0,0.0,1
59.0,5679,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,20000.0,1.0,2.0,1,7,0.022727272727272728,-4.82,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,20000.0,1.0,2.0,1
59.0,7030,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,20000.0,2.0,5.0,1,7,0.022727272727272728,-4.82,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,20000.0,2.0,5.0,1
59.0,7478,0.9322033898305085,0.14124293785310735,12.5,12.0,120000.0,20000.0,2.0,5.0,3,4,0.022727272727272728,-4.9399999999999995,0.9322033898305085,0.14124293785310735,12.5,12.0,120000.0,20000.0,2.0,5.0,1
59.0,7929,0.9322033898305085,0.14124293785310735,12.5,12.0,120000.0,20000.0,2.0,3.0,3,4,0.022727272727272728,-4.9399999999999995,0.9322033898305085,0.14124293785310735,12.5,12.0,120000.0,20000.0,2.0,3.0,1
59.0,9271,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,0.0,0.0,7.0,3,4,0.022727272727272728,-4.9399999999999995,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,0.0,0.0,7.0,1
59.0,10620,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,0.0,0.0,5.0,3,4,0.022727272727272728,-4.9399999999999995,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,0.0,0.0,5.0,1
59.0,11522,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,0.0,0.0,2.0,1,9,0.022727272727272728,-4.82,0.9322033898305085,0.14124293785310735,0.0,12.0,120000.0,0.0,0.0,2.0,1
53.0,7475,0.3144654088050315,0.15723270440251574,0.0,12.0,120000.0,20000.0,1.0,2.0,1,7,0.022727272727272728,0.9295829166666666,0.9320452580841793,0.14121897849760293,0.0,12.0,120000.0,20000.0,1.0,5.0,0
60.0,1360,0.9166666666666666,0.1388888888888889,0.0,8.0,80000.0,0.0,0.0,6.0,1,9,0.022727272727272728,-4.88,0.9166666666666666,0.1388888888888889,0.0,8.0,80000.0,0.0,0.0,6.0,1
60.0,3785,0.9166666666666666,0.1388888888888889,37.5,25.0,400000.0,20000.0,4.0,1.0,2,10,0.022727272727272728,-4.88,0.9166666666666666,0.1388888888888889,37.5,25.0,400000.0,20000.0,4.0,1.0,1
60.0,8828,0.9166666666666666,0.1388888888888889,0.0,12.0,120000.0,0.0,0.0,2.0,2,10,0.022727272727272728,-4.88,0.9166666666666666,0.1388888888888889,0.0,12.0,120000.0,0.0,0.0,2.0,1
60.0,9721,0.9166666666666666,0.1388888888888889,0.0,12.0,120000.0,0.0,0.0,2.0,1,9,0.022727272727272728,-4.88,0.9166666666666666,0.1388888888888889,0.0,12.0,120000.0,0.0,0.0,2.0,1
60.0,11978,0.9166666666666666,0.1388888888888889,0.0,12.0,120000.0,0.0,0.0,0.0,3,9,0.022727272727272728,-5.0,0.9166666666666666,0.1388888888888889,0.0,12.0,120000.0,0.0,0.0,0.0,1
43.0,4140,0.0,0.07267441860465117,0.0,25.0,400000.0,0.0,0.0,0.0,3,2,0.022727272727272728,-5.356533533333334,0.9590090488257812,0.1370012926893973,0.0,25.0,400000.0,0.0,0.0,0.0,1
61.0,4146,0.9562841530054645,0.1707650273224044,0.0,25.0,400000.0,0.0,0.0,0.0,3,4,0.022727272727272728,-5.0,0.9562841530054645,0.1707650273224044,0.0,25.0,400000.0,0.0,0.0,0.0,1
61.0,4866,0.9562841530054645,0.1707650273224044,0.0,25.0,400000.0,0.0,0.0,5.0,3,4,0.022727272727272728,-5.0,0.9562841530054645,0.1707650273224044,0.0,25.0,400000.0,0.0,0.0,5.0,1
61.0,5232,0.9562841530054645,0.1707650273224044,12.5,12.0,120000.0,20000.0,3.0,7.0,1,10,0.022727272727272728,-4.84,0.9562841530054645,0.1707650273224044,12.5,12.0,120000.0,20000.0,3.0,7.0,1
61.0,7031,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,20000.0,2.0,5.0,1,6,0.022727272727272728,-4.84,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,20000.0,2.0,5.0,1
61.0,7479,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,20000.0,2.0,5.0,1,6,0.022727272727272728,-4.84,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,20000.0,2.0,5.0,1
61.0,7930,0.9562841530054645,0.1707650273224044,12.5,12.0,120000.0,20000.0,2.0,3.0,3,7,0.022727272727272728,-5.0,0.9562841530054645,0.1707650273224044,12.5,12.0,120000.0,20000.0,2.0,3.0,1
61.0,9272,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,0.0,0.0,7.0,3,7,0.022727272727272728,-5.0,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,0.0,0.0,7.0,1
61.0,10621,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,0.0,0.0,4.0,3,9,0.022727272727272728,-5.0,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,0.0,0.0,4.0,1
61.0,11523,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,0.0,0.0,2.0,3,9,0.022727272727272728,-5.0,0.9562841530054645,0.1707650273224044,0.0,12.0,120000.0,0.0,0.0,2.0,1
57.0,2254,0.5847953216374269,0.14619883040935672,0.0,8.0,80000.0,0.0,0.0,5.0,3,3,0.022727272727272728,0.6875,0.9408602150537635,0.16801075268817206,0.0,8.0,80000.0,0.0,0.0,5.0,0
62.0,1361,0.9408602150537635,0.16801075268817206,0.0,8.0,80000.0,0.0,0.0,6.0,1,7,0.022727272727272728,-4.9,0.9408602150537635,0.16801075268817206,0.0,8.0,80000.0,0.0,0.0,6.0,1
62.0,3423,0.9408602150537635,0.16801075268817206,12.5,25.0,400000.0,20000.0,3.0,2.0,1,7,0.022727272727272728,-4.9,0.9408602150537635,0.16801075268817206,12.5,25.0,400000.0,20000.0,3.0,2.0,1
62.0,8829,0.9408602150537635,0.16801075268817206,0.0,12.0,120000.0,0.0,0.0,2.0,1,10,0.022727272727272728,-4.9,0.9408602150537635,0.16801075268817206,0.0,12.0,120000.0,0.0,0.0,2.0,1
