time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,action_offload,action_prb,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,done
45.0,7922,0.4074074074074074,0.0,25.0,12.0,120000.0,20000.0,3.0,5.0,1,2,0.022727272727272728,-4.82,0.4074074074074074,0.0,25.0,12.0,120000.0,20000.0,3.0,5.0,1
42.0,1351,0.1984126984126984,0.0,0.0,8.0,80000.0,0.0,0.0,6.0,1,1,0.022727272727272728,0.93,0.39855072463768115,0.0,0.0,8.0,80000.0,0.0,0.0,6.0,0
46.0,1353,0.39855072463768115,0.0,0.0,8.0,80000.0,0.0,0.0,6.0,1,2,0.022727272727272728,-4.82,0.39855072463768115,0.0,0.0,8.0,80000.0,0.0,0.0,6.0,1
46.0,4141,0.39855072463768115,0.0,0.0,25.0,400000.0,0.0,0.0,0.0,3,3,0.022727272727272728,-5.0,0.39855072463768115,0.0,0.0,25.0,400000.0,0.0,0.0,0.0,1
46.0,4861,0.39855072463768115,0.0,0.0,25.0,400000.0,0.0,0.0,6.0,3,3,0.022727272727272728,-5.0,0.39855072463768115,0.0,0.0,25.0,400000.0,0.0,0.0,6.0,1
46.0,8821,0.39855072463768115,0.0,0.0,12.0,120000.0,0.0,0.0,2.0,3,7,0.022727272727272728,-5.0,0.39855072463768115,0.0,0.0,12.0,120000.0,0.0,0.0,2.0,1
46.0,11971,0.39855072463768115,0.0,0.0,12.0,120000.0,0.0,0.0,1.0,3,7,0.022727272727272728,-5.0,0.39855072463768115,0.0,0.0,12.0,120000.0,0.0,0.0,1.0,1
41.0,7920,0.12195121951219512,0.0,0.0,12.0,120000.0,20000.0,1.0,5.0,0,0,0.022727272727272728,0.84975,0.3900709219858156,0.044326241134751775,12.5,12.0,120000.0,20000.0,2.0,5.0,0
47.0,5225,0.3900709219858156,0.044326241134751775,0.0,12.0,120000.0,20000.0,1.0,6.0,3,9,0.022727272727272728,-5.0,0.3900709219858156,0.044326241134751775,0.0,12.0,120000.0,20000.0,1.0,6.0,1
47.0,5673,0.3900709219858156,0.044326241134751775,0.0,12.0,120000.0,20000.0,1.0,2.0,3,10,0.022727272727272728,-5.0,0.3900709219858156,0.044326241134751775,0.0,12.0,120000.0,20000.0,1.0,2.0,1
48.0,3781,0.3819444444444444,0.043402777777777776,0.0,25.0,400000.0,20000.0,1.0,2.0,3,6,0.022727272727272728,-4.96,0.3819444444444444,0.043402777777777776,0.0,25.0,400000.0,20000.0,1.0,2.0,1
48.0,8822,0.3819444444444444,0.043402777777777776,0.0,12.0,120000.0,0.0,0.0,2.0,3,6,0.022727272727272728,-4.96,0.3819444444444444,0.043402777777777776,0.0,12.0,120000.0,0.0,0.0,2.0,1
44.0,1352,0.30303030303030304,0.0,0.0,8.0,80000.0,0.0,0.0,6.0,2,4,0.022727272727272728,-5.070833333333333,0.4827586206896552,0.04310344827586207,0.0,8.0,80000.0,0.0,0.0,6.0,1
47.0,7923,0.3900709219858156,0.044326241134751775,12.5,12.0,120000.0,20000.0,2.0,5.0,3,2,0.022727272727272728,-5.0416670833333335,0.47657942335659925,0.0425517342282678,12.5,12.0,120000.0,20000.0,2.0,5.0,1
49.0,4142,0.4761904761904762,0.04251700680272109,0.0,25.0,400000.0,0.0,0.0,0.0,2,3,0.022727272727272728,-4.8,0.4761904761904762,0.04251700680272109,0.0,25.0,400000.0,0.0,0.0,0.0,1
49.0,4862,0.4761904761904762,0.04251700680272109,0.0,25.0,400000.0,0.0,0.0,5.0,2,3,0.022727272727272728,-4.8,0.4761904761904762,0.04251700680272109,0.0,25.0,400000.0,0.0,0.0,5.0,1
49.0,5226,0.4761904761904762,0.04251700680272109,0.0,12.0,120000.0,20000.0,1.0,6.0,1,7,0.022727272727272728,-4.8,0.4761904761904762,0.04251700680272109,0.0,12.0,120000.0,20000.0,1.0,6.0,1
43.0,7921,0.1937984496124031,0.0,12.5,12.0,120000.0,20000.0,2.0,5.0,0,0,0.022727272727272728,0.9493329166666666,0.47609321714754466,0.0425083229596022,12.5,12.0,120000.0,20000.0,2.0,5.0,0
50.0,1355,0.46666666666666673,0.04166666666666667,0.0,8.0,80000.0,0.0,0.0,6.0,1,3,0.022727272727272728,-4.84,0.46666666666666673,0.04166666666666667,0.0,8.0,80000.0,0.0,0.0,6.0,1
50.0,8823,0.46666666666666673,0.04166666666666667,0.0,12.0,120000.0,0.0,0.0,2.0,1,3,0.022727272727272728,-4.84,0.46666666666666673,0.04166666666666667,0.0,12.0,120000.0,0.0,0.0,2.0,1
48.0,1354,0.3819444444444444,0.043402777777777776,0.0,8.0,80000.0,0.0,0.0,6.0,3,2,0.022727272727272728,-5.168333958333333,0.5260388231117524,0.04109678305560566,0.0,8.0,80000.0,0.0,0.0,6.0,1
51.0,3782,0.522875816993464,0.24509803921568626,0.0,25.0,400000.0,20000.0,1.0,2.0,3,8,0.022727272727272728,-5.0,0.522875816993464,0.24509803921568626,0.0,25.0,400000.0,20000.0,1.0,2.0,1
51.0,5227,0.522875816993464,0.24509803921568626,0.0,12.0,120000.0,20000.0,1.0,6.0,3,8,0.022727272727272728,-5.0,0.522875816993464,0.24509803921568626,0.0,12.0,120000.0,20000.0,1.0,6.0,1
51.0,5675,0.522875816993464,0.24509803921568626,12.5,12.0,120000.0,20000.0,2.0,2.0,1,10,0.022727272727272728,-4.88,0.522875816993464,0.24509803921568626,12.5,12.0,120000.0,20000.0,2.0,2.0,1
51.0,7026,0.522875816993464,0.24509803921568626,25.0,12.0,120000.0,20000.0,3.0,4.0,2,8,0.022727272727272728,-4.88,0.522875816993464,0.24509803921568626,25.0,12.0,120000.0,20000.0,3.0,4.0,1
51.0,7474,0.522875816993464,0.24509803921568626,25.0,12.0,120000.0,20000.0,3.0,2.0,2,8,0.022727272727272728,-4.88,0.522875816993464,0.24509803921568626,25.0,12.0,120000.0,20000.0,3.0,2.0,1
51.0,7925,0.522875816993464,0.24509803921568626,12.5,12.0,120000.0,20000.0,2.0,5.0,1,5,0.022727272727272728,-4.88,0.522875816993464,0.24509803921568626,12.5,12.0,120000.0,20000.0,2.0,5.0,1
52.0,4143,0.5128205128205128,0.3004807692307692,0.0,25.0,400000.0,0.0,0.0,0.0,3,6,0.022727272727272728,-5.0,0.5128205128205128,0.3004807692307692,0.0,25.0,400000.0,0.0,0.0,0.0,1
52.0,4863,0.5128205128205128,0.3004807692307692,0.0,25.0,400000.0,0.0,0.0,5.0,3,6,0.022727272727272728,-5.0,0.5128205128205128,0.3004807692307692,0.0,25.0,400000.0,0.0,0.0,5.0,1
52.0,8824,0.5128205128205128,0.3004807692307692,0.0,12.0,120000.0,0.0,0.0,2.0,3,6,0.022727272727272728,-5.0,0.5128205128205128,0.3004807692307692,0.0,12.0,120000.0,0.0,0.0,2.0,1
52.0,11974,0.5128205128205128,0.3004807692307692,0.0,12.0,120000.0,0.0,0.0,1.0,3,6,0.022727272727272728,-5.0,0.5128205128205128,0.3004807692307692,0.0,12.0,120000.0,0.0,0.0,1.0,1
49.0,2250,0.4761904761904762,0.04251700680272109,0.0,8.0,80000.0,0.0,0.0,5.0,1,3,0.022727272727272728,-5.008333333333333,0.5095541401273885,0.29856687898089174,0.0,8.0,80000.0,0.0,0.0,5.0,1
47.0,7024,0.3900709219858156,0.044326241134751775,0.0,12.0,120000.0,20000.0,1.0,5.0,0,0,0.022727272727272728,0.9297500000000001,0.5031446540880503,0.3341194968553459,12.5,12.0,120000.0,20000.0,3.0,4.0,0
47.0,7472,0.3900709219858156,0.044326241134751775,0.0,12.0,120000.0,20000.0,1.0,2.0,0,0,0.022727272727272728,0.9297500000000001,0.5031446540880503,0.3341194968553459,12.5,12.0,120000.0,20000.0,3.0,2.0,0
53.0,2252,0.5031446540880503,0.3341194968553459,0.0,8.0,80000.0,0.0,0.0,5.0,3,6,0.022727272727272728,-5.0,0.5031446540880503,0.3341194968553459,0.0,8.0,80000.0,0.0,0.0,5.0,1
53.0,3420,0.5031446540880503,0.3341194968553459,0.0,25.0,400000.0,20000.0,1.0,2.0,3,6,0.022727272727272728,-5.0,0.5031446540880503,0.3341194968553459,0.0,25.0,400000.0,20000.0,1.0,2.0,1
53.0,5228,0.5031446540880503,0.3341194968553459,0.0,12.0,120000.0,20000.0,1.0,6.0,1,2,0.022727272727272728,-4.82,0.5031446540880503,0.3341194968553459,0.0,12.0,120000.0,20000.0,1.0,6.0,1
53.0,5676,0.5031446540880503,0.3341194968553459,12.5,12.0,120000.0,20000.0,2.0,2.0,1,2,0.022727272727272728,-4.82,0.5031446540880503,0.3341194968553459,12.5,12.0,120000.0,20000.0,2.0,2.0,1
54.0,8825,0.49382716049382713,0.5787037037037036,0.0,12.0,120000.0,0.0,0.0,2.0,1,5,0.022727272727272728,-4.88,0.49382716049382713,0.5787037037037036,0.0,12.0,120000.0,0.0,0.0,2.0,1
54.0,11975,0.49382716049382713,0.5787037037037036,0.0,12.0,120000.0,0.0,0.0,1.0,1,10,0.022727272727272728,-4.88025,0.49382716049382713,0.5787037037037036,0.0,12.0,120000.0,0.0,0.0,1.0,1
50.0,11973,0.46666666666666673,0.04166666666666667,0.0,12.0,120000.0,0.0,0.0,1.0,2,1,0.022727272727272728,0.8316666666666667,0.48484848484848486,0.5681818181818181,0.0,12.0,120000.0,0.0,0.0,1.0,0
49.0,5674,0.4761904761904762,0.04251700680272109,0.0,12.0,120000.0,20000.0,1.0,2.0,0,0,0.022727272727272728,0.79,0.48484848484848486,0.5681818181818181,0.0,12.0,120000.0,20000.0,2.0,2.0,0
48.0,11972,0.3819444444444444,0.043402777777777776,0.0,12.0,120000.0,0.0,0.0,1.0,1,3,0.022727272727272728,-5.131666666666666,0.48484848484848486,0.5681818181818181,0.0,12.0,120000.0,0.0,0.0,1.0,1
49.0,7025,0.4761904761904762,0.04251700680272109,12.5,12.0,120000.0,20000.0,2.0,4.0,0,0,0.022727272727272728,0.9090829166666666,0.4847602584814413,0.5680784279079389,25.0,12.0,120000.0,20000.0,3.0,4.0,0
49.0,7473,0.4761904761904762,0.04251700680272109,12.5,12.0,120000.0,20000.0,2.0,2.0,0,0,0.022727272727272728,0.9090829166666666,0.4847602584814413,0.5680784279079389,25.0,12.0,120000.0,20000.0,3.0,3.0,0
49.0,7924,0.4761904761904762,0.04251700680272109,12.5,12.0,120000.0,20000.0,2.0,5.0,0,0,0.022727272727272728,0.9093329166666666,0.4847602584814413,0.5680784279079389,12.5,12.0,120000.0,20000.0,2.0,4.0,0
51.0,2251,0.522875816993464,0.24509803921568626,0.0,8.0,80000.0,0.0,0.0,5.0,2,1,0.022727272727272728,0.8075,0.4761904761904762,0.5580357142857142,0.0,8.0,80000.0,0.0,0.0,5.0,0
56.0,11976,0.4761904761904762,0.5580357142857142,0.0,12.0,120000.0,0.0,0.0,1.0,1,9,0.022727272727272728,-4.8,0.4761904761904762,0.5580357142857142,0.0,12.0,120000.0,0.0,0.0,1.0,1
53.0,7926,0.5031446540880503,0.3341194968553459,12.5,12.0,120000.0,20000.0,2.0,5.0,2,1,0.022727272727272728,-4.925,0.4761904761904762,0.5580357142857142,12.5,12.0,120000.0,20000.0,2.0,4.0,1
52.0,1356,0.5128205128205128,0.3004807692307692,0.0,8.0,80000.0,0.0,0.0,6.0,1,5,0.022727272727272728,-5.070833333333333,0.5621301775147929,0.5547337278106509,0.0,8.0,80000.0,0.0,0.0,6.0,1
55.0,5229,0.48484848484848486,0.5681818181818181,0.0,12.0,120000.0,20000.0,1.0,6.0,3,1,0.022727272727272728,-4.941667083333333,0.555945595281087,0.5486305216589675,0.0,12.0,120000.0,20000.0,1.0,6.0,1
57.0,2254,0.5555555555555556,0.5482456140350876,0.0,8.0,80000.0,0.0,0.0,5.0,1,9,0.022727272727272728,-4.88,0.5555555555555556,0.5482456140350876,0.0,8.0,80000.0,0.0,0.0,5.0,1
57.0,7029,0.5555555555555556,0.5482456140350876,25.0,12.0,120000.0,20000.0,3.0,4.0,2,3,0.022727272727272728,-4.82,0.5555555555555556,0.5482456140350876,25.0,12.0,120000.0,20000.0,3.0,4.0,1
57.0,7477,0.5555555555555556,0.5482456140350876,25.0,12.0,120000.0,20000.0,3.0,3.0,2,3,0.022727272727272728,-4.82,0.5555555555555556,0.5482456140350876,25.0,12.0,120000.0,20000.0,3.0,3.0,1
57.0,7928,0.5555555555555556,0.5482456140350876,12.5,12.0,120000.0,20000.0,2.0,4.0,2,3,0.022727272727272728,-4.82,0.5555555555555556,0.5482456140350876,12.5,12.0,120000.0,20000.0,2.0,4.0,1
57.0,9270,0.5555555555555556,0.5482456140350876,0.0,12.0,120000.0,0.0,0.0,7.0,1,2,0.022727272727272728,-4.82,0.5555555555555556,0.5482456140350876,0.0,12.0,120000.0,0.0,0.0,7.0,1
57.0,11521,0.5555555555555556,0.5482456140350876,0.0,12.0,120000.0,0.0,0.0,2.0,1,2,0.022727272727272728,-4.82,0.5555555555555556,0.5482456140350876,0.0,12.0,120000.0,0.0,0.0,2.0,1
55.0,11520,0.48484848484848486,0.5681818181818181,0.0,12.0,120000.0,0.0,0.0,2.0,3,2,0.022727272727272728,-5.02333375,0.6326200886898858,0.5391648483152436,0.0,12.0,120000.0,0.0,0.0,2.0,1
58.0,4145,0.632183908045977,0.5926724137931035,0.0,25.0,400000.0,0.0,0.0,0.0,3,2,0.022727272727272728,-4.9,0.632183908045977,0.5926724137931035,0.0,25.0,400000.0,0.0,0.0,0.0,1
58.0,4865,0.632183908045977,0.5926724137931035,0.0,25.0,400000.0,0.0,0.0,5.0,2,2,0.022727272727272728,-4.82,0.632183908045977,0.5926724137931035,0.0,25.0,400000.0,0.0,0.0,5.0,1
58.0,8827,0.632183908045977,0.5926724137931035,0.0,12.0,120000.0,0.0,0.0,2.0,2,2,0.022727272727272728,-4.82,0.632183908045977,0.5926724137931035,0.0,12.0,120000.0,0.0,0.0,2.0,1
58.0,9720,0.632183908045977,0.5926724137931035,0.0,12.0,120000.0,0.0,0.0,2.0,2,2,0.022727272727272728,-4.82,0.632183908045977,0.5926724137931035,0.0,12.0,120000.0,0.0,0.0,2.0,1
58.0,11977,0.632183908045977,0.5926724137931035,0.0,12.0,120000.0,0.0,0.0,0.0,2,2,0.022727272727272728,-4.82,0.632183908045977,0.5926724137931035,0.0,12.0,120000.0,0.0,0.0,0.0,1
59.0,3422,0.6214689265536724,0.5826271186440678,12.5,25.0,400000.0,20000.0,2.0,2.0,3,8,0.022727272727272728,-4.9399999999999995,0.6214689265536724,0.5826271186440678,12.5,25.0,400000.0,20000.0,2.0,2.0,1
59.0,5231,0.6214689265536724,0.5826271186440678,12.5,12.0,120000.0,20000.0,2.0,7.0,1,9,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,12.5,12.0,120000.0,20000.0,2.0,7.0,1
59.0,5679,0.6214689265536724,0.5826271186440678,12.5,12.0,120000.0,20000.0,2.0,2.0,1,9,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,12.5,12.0,120000.0,20000.0,2.0,2.0,1
59.0,7030,0.6214689265536724,0.5826271186440678,25.0,12.0,120000.0,20000.0,3.0,5.0,2,6,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,25.0,12.0,120000.0,20000.0,3.0,5.0,1
59.0,7478,0.6214689265536724,0.5826271186440678,25.0,12.0,120000.0,20000.0,3.0,5.0,2,6,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,25.0,12.0,120000.0,20000.0,3.0,5.0,1
59.0,7929,0.6214689265536724,0.5826271186440678,12.5,12.0,120000.0,20000.0,2.0,3.0,1,6,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,12.5,12.0,120000.0,20000.0,2.0,3.0,1
59.0,9271,0.6214689265536724,0.5826271186440678,0.0,12.0,120000.0,0.0,0.0,7.0,1,6,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,0.0,12.0,120000.0,0.0,0.0,7.0,1
59.0,10620,0.6214689265536724,0.5826271186440678,0.0,12.0,120000.0,0.0,0.0,5.0,2,6,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,0.0,12.0,120000.0,0.0,0.0,5.0,1
59.0,11522,0.6214689265536724,0.5826271186440678,0.0,12.0,120000.0,0.0,0.0,2.0,2,6,0.022727272727272728,-4.88,0.6214689265536724,0.5826271186440678,0.0,12.0,120000.0,0.0,0.0,2.0,1
53.0,7027,0.5031446540880503,0.3341194968553459,12.5,12.0,120000.0,20000.0,2.0,4.0,0,0,0.022727272727272728,0.8693329166666666,0.6213635053894528,0.582528286302612,12.5,12.0,120000.0,20000.0,2.0,5.0,0
53.0,7475,0.5031446540880503,0.3341194968553459,12.5,12.0,120000.0,20000.0,2.0,2.0,0,0,0.022727272727272728,0.8693329166666666,0.6213635053894528,0.582528286302612,12.5,12.0,120000.0,20000.0,2.0,5.0,0
43.0,4140,0.1937984496124031,0.0,0.0,25.0,400000.0,0.0,0.0,0.0,2,1,0.022727272727272728,0.74,0.6666666666666667,0.5729166666666667,0.0,25.0,400000.0,0.0,0.0,0.0,0
56.0,1358,0.4761904761904762,0.5580357142857142,0.0,8.0,80000.0,0.0,0.0,6.0,3,2,0.022727272727272728,0.79,0.6666666666666667,0.5729166666666667,0.0,8.0,80000.0,0.0,0.0,6.0,0
60.0,3785,0.6666666666666667,0.5729166666666667,25.0,25.0,400000.0,20000.0,3.0,1.0,2,6,0.022727272727272728,-4.8,0.6666666666666667,0.5729166666666667,25.0,25.0,400000.0,20000.0,3.0,1.0,1
60.0,8828,0.6666666666666667,0.5729166666666667,0.0,12.0,120000.0,0.0,0.0,2.0,1,10,0.022727272727272728,-4.8,0.6666666666666667,0.5729166666666667,0.0,12.0,120000.0,0.0,0.0,2.0,1
60.0,9721,0.6666666666666667,0.5729166666666667,0.0,12.0,120000.0,0.0,0.0,2.0,1,10,0.022727272727272728,-4.8,0.6666666666666667,0.5729166666666667,0.0,12.0,120000.0,0.0,0.0,2.0,1
60.0,11978,0.6666666666666667,0.5729166666666667,0.0,12.0,120000.0,0.0,0.0,0.0,3,3,0.022727272727272728,-4.96,0.6666666666666667,0.5729166666666667,0.0,12.0,120000.0,0.0,0.0,0.0,1
57.0,5678,0.5555555555555556,0.5482456140350876,12.5,12.0,120000.0,20000.0,2.0,2.0,2,3,0.022727272727272728,-4.925417083333333,0.6665554629969234,0.572821101012981,12.5,12.0,120000.0,20000.0,2.0,2.0,1
58.0,1359,0.632183908045977,0.5926724137931035,0.0,8.0,80000.0,0.0,0.0,6.0,1,2,0.022727272727272728,-4.945833333333333,0.7182320441988951,0.5697513812154696,0.0,8.0,80000.0,0.0,0.0,6.0,1
45.0,3780,0.4074074074074074,0.0,0.0,25.0,400000.0,20000.0,1.0,2.0,2,4,0.022727272727272728,-5.113533533333333,0.7141678765860776,0.5665274020995327,25.0,25.0,400000.0,20000.0,3.0,1.0,1
55.0,2253,0.48484848484848486,0.5681818181818181,0.0,8.0,80000.0,0.0,0.0,5.0,3,1,0.022727272727272728,-5.315833958333333,0.7139717628561463,0.5663718311118469,0.0,8.0,80000.0,0.0,0.0,5.0,1
