time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,action_offload,action_prb_ratio,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,s_next8,done
45.0,2160,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,2,0.0,1.0,-4.930000000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,1
47.0,2161,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,3,0.0,1.0,-4.930000000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,1
49.0,2162,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,3,0.0,1.0,-4.930000000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,1
51.0,2163,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,3,0.0,1.0,-4.930000000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,1
46.0,810,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,0.0,1.0,0,0.0,1.0,9.7995,0.0,0.0,25.0,12.0,120000.0,20000.0,4.0,0.0,1.0,0
53.0,2164,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,3,0.0,1.0,-4.930000000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,1
48.0,811,0.0,0.0,12.5,12.0,120000.0,20000.0,2.0,0.0,1.0,0,0.0,1.0,9.798832916666667,0.0,0.0,37.5,12.0,120000.0,20000.0,4.0,0.0,1.0,0
55.0,2165,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,2,0.0,1.0,-4.930000000000001,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,1.0,1
50.0,812,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,1.0,0,0.0,1.0,9.799032916666667,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.999,0
52.0,813,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,1.0,0,0.0,1.0,9.798982916666665,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.998,0
59.0,2167,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,2,0.0,1.0,-4.9301,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,1
54.0,814,0.0,0.0,37.5,12.0,120000.0,20000.0,4.0,0.0,1.0,0,0.0,1.0,9.798982916666665,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.998,0
61.0,2168,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,2,0.0,1.0,-4.9301,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,1
63.0,2169,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,2,0.0,1.0,-4.9301,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,1
58.0,816,0.0,0.0,25.0,12.0,120000.0,20000.0,3.0,0.0,0.998,0,0.0,1.0,9.798732916666665,0.0,0.0,37.5,12.0,120000.0,20000.0,4.0,0.0,0.998,0
65.0,0,0.0,0.0,0.0,8.0,80000.0,0.0,0.0,1.0,0.998,1,0.0,1.0,-4.9301,0.0,0.0,0.0,8.0,80000.0,0.0,0.0,1.0,0.998,1
65.0,2170,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,2,0.0,1.0,-4.9301,0.0,0.0,0.0,12.0,120000.0,0.0,0.0,0.0,0.998,1
