time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,action_offload,action_prb,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,s_next8,s_next9,done
39.0,7020,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,5.0,0.99,1.0,2,94,0.0024752475247524753,-4.958500000000001,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,5.0,0.43,1.0,1
40.0,1350,0.0,0.078125,0.0,8.0,80000.0,0.0,0.0,6.0,0.43,1.0,3,82,0.0024752475247524753,-4.930000000000001,0.0,0.078125,0.0,8.0,80000.0,0.0,0.0,6.0,0.43,1.0,1
37.0,5220,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,6.0,1.0,1.0,1,1,0.0024752475247524753,0.8748333333333334,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,6.0,0.43,1.0,0
41.0,5222,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,6.0,0.43,1.0,3,82,0.0024752475247524753,-4.930000000000001,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,6.0,0.43,1.0,1
41.0,5670,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,2.0,0.43,1.0,3,82,0.0024752475247524753,-4.930000000000001,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,2.0,0.43,1.0,1
41.0,7021,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,5.0,0.43,1.0,3,82,0.0024752475247524753,-4.930000000000001,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,5.0,0.43,1.0,1
41.0,7920,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,5.0,0.43,1.0,3,76,0.0024752475247524753,-4.930000000000001,0.0,0.07621951219512195,0.0,12.0,120000.0,20000.0,1.0,5.0,0.43,1.0,1
39.0,5221,0.0,0.0,0.0,12.0,120000.0,20000.0,1.0,6.0,0.99,1.0,2,56,0.0024752475247524753,-5.0975,0.0,0.0744047619047619,0.0,12.0,120000.0,20000.0,1.0,6.0,0.15,0.71,1
43.0,4140,0.0,0.07267441860465117,0.0,25.0,400000.0,0.0,0.0,0.0,0.15,0.71,3,28,0.0024752475247524753,-4.944500000000001,0.0,0.07267441860465117,0.0,25.0,400000.0,0.0,0.0,0.0,0.15,0.71,1
43.0,4860,0.0,0.07267441860465117,0.0,25.0,400000.0,0.0,0.0,6.0,0.15,0.71,2,71,0.0024752475247524753,-4.9725,0.0,0.07267441860465117,0.0,25.0,400000.0,0.0,0.0,6.0,0.15,0.71,1
43.0,5223,0.0,0.07267441860465117,0.0,12.0,120000.0,20000.0,1.0,7.0,0.15,0.71,2,71,0.0024752475247524753,-4.9725,0.0,0.07267441860465117,0.0,12.0,120000.0,20000.0,1.0,7.0,0.15,0.71,1
43.0,7470,0.0,0.07267441860465117,0.0,12.0,120000.0,20000.0,1.0,2.0,0.15,0.71,1,53,0.0024752475247524753,-4.9725,0.0,0.07267441860465117,0.0,12.0,120000.0,20000.0,1.0,2.0,0.15,0.71,1
43.0,7921,0.0,0.07267441860465117,0.0,12.0,120000.0,20000.0,1.0,5.0,0.15,0.71,1,53,0.0024752475247524753,-4.9725,0.0,0.07267441860465117,0.0,12.0,120000.0,20000.0,1.0,5.0,0.15,0.71,1
44.0,1352,0.0,0.07102272727272728,0.0,8.0,80000.0,0.0,0.0,6.0,0.15,0.71,1,53,0.0024752475247524753,-4.9725,0.0,0.07102272727272728,0.0,8.0,80000.0,0.0,0.0,6.0,0.15,0.71,1
44.0,8820,0.0,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,2.0,0.15,0.71,1,53,0.0024752475247524753,-4.9725,0.0,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,2.0,0.15,0.71,1
44.0,11970,0.0,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,0.0,0.15,0.71,2,28,0.0024752475247524753,-4.9725,0.0,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,0.0,0.15,0.71,1
42.0,1351,0.0,0.0744047619047619,0.0,8.0,80000.0,0.0,0.0,6.0,0.43,1.0,3,28,0.0024752475247524753,-5.112833958333334,0.07458232221457588,0.06992092707616487,0.0,8.0,80000.0,0.0,0.0,6.0,0.15,0.71,1
45.0,3780,0.07407407407407407,0.06944444444444445,0.0,25.0,400000.0,20000.0,2.0,2.0,0.15,0.71,2,28,0.0024752475247524753,-4.9725,0.07407407407407407,0.06944444444444445,0.0,25.0,400000.0,20000.0,2.0,2.0,0.15,0.71,1
45.0,5224,0.07407407407407407,0.06944444444444445,0.0,12.0,120000.0,20000.0,1.0,6.0,0.15,0.71,3,42,0.0024752475247524753,-4.944500000000001,0.07407407407407407,0.06944444444444445,0.0,12.0,120000.0,20000.0,1.0,6.0,0.15,0.71,1
45.0,5672,0.07407407407407407,0.06944444444444445,12.5,12.0,120000.0,20000.0,2.0,2.0,0.15,0.71,3,42,0.0024752475247524753,-4.944500000000001,0.07407407407407407,0.06944444444444445,12.5,12.0,120000.0,20000.0,2.0,2.0,0.15,0.71,1
45.0,7023,0.07407407407407407,0.06944444444444445,12.5,12.0,120000.0,20000.0,2.0,5.0,0.15,0.71,2,66,0.0024752475247524753,-4.9725,0.07407407407407407,0.06944444444444445,12.5,12.0,120000.0,20000.0,2.0,5.0,0.15,0.71,1
45.0,7471,0.07407407407407407,0.06944444444444445,0.0,12.0,120000.0,20000.0,1.0,2.0,0.15,0.71,2,66,0.0024752475247524753,-4.9725,0.07407407407407407,0.06944444444444445,0.0,12.0,120000.0,20000.0,1.0,2.0,0.15,0.71,1
45.0,7922,0.07407407407407407,0.06944444444444445,0.0,12.0,120000.0,20000.0,1.0,5.0,0.15,0.71,2,29,0.0024752475247524753,-4.9725,0.07407407407407407,0.06944444444444445,0.0,12.0,120000.0,20000.0,1.0,5.0,0.15,0.71,1
46.0,1353,0.07246376811594203,0.06793478260869565,0.0,8.0,80000.0,0.0,0.0,6.0,0.15,0.71,2,29,0.0024752475247524753,-4.9725,0.07246376811594203,0.06793478260869565,0.0,8.0,80000.0,0.0,0.0,6.0,0.15,0.71,1
46.0,4141,0.07246376811594203,0.06793478260869565,0.0,25.0,400000.0,0.0,0.0,0.0,0.15,0.71,3,18,0.0024752475247524753,-4.944500000000001,0.07246376811594203,0.06793478260869565,0.0,25.0,400000.0,0.0,0.0,0.0,0.15,0.71,1
