time,task_id,s0,s1,s2,s3,s4,s5,s6,s7,action_offload,action_prb,action_prob,reward,s_next0,s_next1,s_next2,s_next3,s_next4,s_next5,s_next6,s_next7,done
47.0,5225,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,6.0,1,10,0.022727272727272728,-4.88,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,6.0,1
47.0,5673,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,2.0,1,10,0.022727272727272728,-4.88,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,2.0,1
47.0,7024,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,5.0,2,9,0.022727272727272728,-4.88,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,5.0,1
47.0,7472,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,2.0,2,9,0.022727272727272728,-4.88,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,2.0,1
47.0,7923,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,5.0,1,9,0.022727272727272728,-4.88,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,5.0,1
43.0,7921,0.0,0.07267441860465117,0.0,12.0,120000.0,20000.0,1.0,5.0,1,3,0.022727272727272728,-4.986666666666666,0.07092198581560284,0.24379432624113476,0.0,12.0,120000.0,20000.0,1.0,5.0,1
44.0,8820,0.0,0.07102272727272728,0.0,12.0,120000.0,0.0,0.0,2.0,2,3,0.022727272727272728,0.9533333333333334,0.06944444444444445,0.23871527777777776,0.0,12.0,120000.0,0.0,0.0,2.0,0
48.0,1354,0.06944444444444445,0.23871527777777776,0.0,8.0,80000.0,0.0,0.0,6.0,1,9,0.022727272727272728,-4.88,0.06944444444444445,0.23871527777777776,0.0,8.0,80000.0,0.0,0.0,6.0,1
48.0,3781,0.06944444444444445,0.23871527777777776,0.0,25.0,400000.0,20000.0,1.0,2.0,3,7,0.022727272727272728,-4.9399999999999995,0.06944444444444445,0.23871527777777776,0.0,25.0,400000.0,20000.0,1.0,2.0,1
48.0,8822,0.06944444444444445,0.23871527777777776,0.0,12.0,120000.0,0.0,0.0,2.0,3,7,0.022727272727272728,-4.9399999999999995,0.06944444444444445,0.23871527777777776,0.0,12.0,120000.0,0.0,0.0,2.0,1
45.0,5224,0.07407407407407407,0.1388888888888889,0.0,12.0,120000.0,20000.0,1.0,6.0,2,4,0.022727272727272728,-4.925417083333333,0.06942996540374254,0.238665506075365,0.0,12.0,120000.0,20000.0,1.0,6.0,1
44.0,1352,0.0,0.07102272727272728,0.0,8.0,80000.0,0.0,0.0,6.0,2,3,0.022727272727272728,-5.0714589583333325,0.06895123720239181,0.23701987788322187,0.0,8.0,80000.0,0.0,0.0,6.0,1
49.0,4142,0.06802721088435373,0.233843537414966,0.0,25.0,400000.0,0.0,0.0,0.0,2,5,0.022727272727272728,-4.8,0.06802721088435373,0.233843537414966,0.0,25.0,400000.0,0.0,0.0,0.0,1
49.0,4862,0.06802721088435373,0.233843537414966,0.0,25.0,400000.0,0.0,0.0,5.0,2,5,0.022727272727272728,-4.8,0.06802721088435373,0.233843537414966,0.0,25.0,400000.0,0.0,0.0,5.0,1
49.0,5226,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,6.0,1,8,0.022727272727272728,-4.8,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,6.0,1
49.0,7025,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,4.0,2,8,0.022727272727272728,-4.8,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,4.0,1
49.0,7473,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,2.0,2,8,0.022727272727272728,-4.8,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,2.0,1
50.0,1355,0.06666666666666667,0.22916666666666669,0.0,8.0,80000.0,0.0,0.0,6.0,2,8,0.022727272727272728,-4.88,0.06666666666666667,0.22916666666666669,0.0,8.0,80000.0,0.0,0.0,6.0,1
50.0,8823,0.06666666666666667,0.22916666666666669,0.0,12.0,120000.0,0.0,0.0,2.0,2,8,0.022727272727272728,-4.88,0.06666666666666667,0.22916666666666669,0.0,12.0,120000.0,0.0,0.0,2.0,1
50.0,11973,0.06666666666666667,0.22916666666666669,0.0,12.0,120000.0,0.0,0.0,1.0,2,8,0.022727272727272728,-4.88,0.06666666666666667,0.22916666666666669,0.0,12.0,120000.0,0.0,0.0,1.0,1
51.0,2251,0.065359477124183,0.2246732026143791,0.0,8.0,80000.0,0.0,0.0,5.0,3,9,0.022727272727272728,-4.9399999999999995,0.065359477124183,0.2246732026143791,0.0,8.0,80000.0,0.0,0.0,5.0,1
51.0,3782,0.065359477124183,0.2246732026143791,0.0,25.0,400000.0,20000.0,1.0,2.0,3,9,0.022727272727272728,-4.9399999999999995,0.065359477124183,0.2246732026143791,0.0,25.0,400000.0,20000.0,1.0,2.0,1
51.0,5227,0.065359477124183,0.2246732026143791,0.0,12.0,120000.0,20000.0,1.0,6.0,2,7,0.022727272727272728,-4.88,0.065359477124183,0.2246732026143791,0.0,12.0,120000.0,20000.0,1.0,6.0,1
51.0,7474,0.065359477124183,0.2246732026143791,0.0,12.0,120000.0,20000.0,1.0,2.0,2,10,0.022727272727272728,-4.8,0.065359477124183,0.2246732026143791,0.0,12.0,120000.0,20000.0,1.0,2.0,1
51.0,7925,0.065359477124183,0.2246732026143791,12.5,12.0,120000.0,20000.0,2.0,5.0,2,10,0.022727272727272728,-4.8,0.065359477124183,0.2246732026143791,12.5,12.0,120000.0,20000.0,2.0,5.0,1
49.0,2250,0.06802721088435373,0.233843537414966,0.0,8.0,80000.0,0.0,0.0,5.0,1,4,0.022727272727272728,-4.945833333333333,0.06493506493506493,0.2232142857142857,0.0,8.0,80000.0,0.0,0.0,5.0,1
52.0,4143,0.0641025641025641,0.2203525641025641,0.0,25.0,400000.0,0.0,0.0,0.0,2,2,0.022727272727272728,-4.8,0.0641025641025641,0.2203525641025641,0.0,25.0,400000.0,0.0,0.0,0.0,1
52.0,4863,0.0641025641025641,0.2203525641025641,0.0,25.0,400000.0,0.0,0.0,5.0,1,8,0.022727272727272728,-4.8,0.0641025641025641,0.2203525641025641,0.0,25.0,400000.0,0.0,0.0,5.0,1
52.0,8824,0.0641025641025641,0.2203525641025641,0.0,12.0,120000.0,0.0,0.0,2.0,1,8,0.022727272727272728,-4.8,0.0641025641025641,0.2203525641025641,0.0,12.0,120000.0,0.0,0.0,2.0,1
52.0,11974,0.0641025641025641,0.2203525641025641,0.0,12.0,120000.0,0.0,0.0,1.0,2,2,0.022727272727272728,-4.8,0.0641025641025641,0.2203525641025641,0.0,12.0,120000.0,0.0,0.0,1.0,1
51.0,5675,0.065359477124183,0.2246732026143791,12.5,12.0,120000.0,20000.0,2.0,2.0,3,2,0.022727272727272728,-4.981667083333333,0.15735143051017803,0.21635821695149482,12.5,12.0,120000.0,20000.0,2.0,2.0,1
53.0,5676,0.15723270440251574,0.21619496855345915,12.5,12.0,120000.0,20000.0,2.0,2.0,2,4,0.022727272727272728,-4.8,0.15723270440251574,0.21619496855345915,12.5,12.0,120000.0,20000.0,2.0,2.0,1
53.0,7027,0.15723270440251574,0.21619496855345915,0.0,12.0,120000.0,20000.0,2.0,4.0,1,10,0.022727272727272728,-4.8,0.15723270440251574,0.21619496855345915,0.0,12.0,120000.0,20000.0,2.0,4.0,1
53.0,7475,0.15723270440251574,0.21619496855345915,0.0,12.0,120000.0,20000.0,1.0,2.0,1,10,0.022727272727272728,-4.8,0.15723270440251574,0.21619496855345915,0.0,12.0,120000.0,20000.0,1.0,2.0,1
53.0,7926,0.15723270440251574,0.21619496855345915,12.5,12.0,120000.0,20000.0,2.0,5.0,1,2,0.022727272727272728,-4.8,0.15723270440251574,0.21619496855345915,12.5,12.0,120000.0,20000.0,2.0,5.0,1
51.0,7026,0.065359477124183,0.2246732026143791,0.0,12.0,120000.0,20000.0,1.0,4.0,3,2,0.022727272727272728,-5.06333375,0.24709656898383325,0.21234861397048171,0.0,12.0,120000.0,20000.0,2.0,4.0,1
54.0,1357,0.24691358024691357,0.21219135802469136,0.0,8.0,80000.0,0.0,0.0,6.0,1,2,0.022727272727272728,-4.8,0.24691358024691357,0.21219135802469136,0.0,8.0,80000.0,0.0,0.0,6.0,1
54.0,3783,0.24691358024691357,0.21219135802469136,0.0,25.0,400000.0,20000.0,2.0,2.0,2,5,0.022727272727272728,-4.8,0.24691358024691357,0.21219135802469136,0.0,25.0,400000.0,20000.0,2.0,2.0,1
54.0,8825,0.24691358024691357,0.21219135802469136,0.0,12.0,120000.0,0.0,0.0,2.0,2,5,0.022727272727272728,-4.8,0.24691358024691357,0.21219135802469136,0.0,12.0,120000.0,0.0,0.0,2.0,1
54.0,11975,0.24691358024691357,0.21219135802469136,0.0,12.0,120000.0,0.0,0.0,1.0,2,5,0.022727272727272728,-4.8,0.24691358024691357,0.21219135802469136,0.0,12.0,120000.0,0.0,0.0,1.0,1
49.0,5674,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,2.0,1,8,0.022727272727272728,0.89,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,20000.0,1.0,2.0,0
49.0,7924,0.06802721088435373,0.233843537414966,0.0,12.0,120000.0,20000.0,1.0,5.0,0,0,0.022727272727272728,0.89,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,20000.0,2.0,4.0,0
55.0,2253,0.24242424242424243,0.3977272727272727,0.0,8.0,80000.0,0.0,0.0,5.0,2,5,0.022727272727272728,-4.859999999999999,0.24242424242424243,0.3977272727272727,0.0,8.0,80000.0,0.0,0.0,5.0,1
55.0,4144,0.24242424242424243,0.3977272727272727,0.0,25.0,400000.0,0.0,0.0,0.0,2,5,0.022727272727272728,-4.859999999999999,0.24242424242424243,0.3977272727272727,0.0,25.0,400000.0,0.0,0.0,0.0,1
55.0,4864,0.24242424242424243,0.3977272727272727,0.0,25.0,400000.0,0.0,0.0,5.0,2,5,0.022727272727272728,-4.859999999999999,0.24242424242424243,0.3977272727272727,0.0,25.0,400000.0,0.0,0.0,5.0,1
55.0,5229,0.24242424242424243,0.3977272727272727,12.5,12.0,120000.0,20000.0,2.0,6.0,2,5,0.022727272727272728,-4.859999999999999,0.24242424242424243,0.3977272727272727,12.5,12.0,120000.0,20000.0,2.0,6.0,1
55.0,5677,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,20000.0,1.0,2.0,2,5,0.022727272727272728,-4.859999999999999,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,20000.0,1.0,2.0,1
48.0,11972,0.06944444444444445,0.23871527777777776,0.0,12.0,120000.0,0.0,0.0,1.0,1,4,0.022727272727272728,-5.111666666666666,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,0.0,0.0,1.0,1
56.0,8826,0.2380952380952381,0.42782738095238093,0.0,12.0,120000.0,0.0,0.0,2.0,1,8,0.022727272727272728,-4.9,0.2380952380952381,0.42782738095238093,0.0,12.0,120000.0,0.0,0.0,2.0,1
56.0,11976,0.2380952380952381,0.42782738095238093,0.0,12.0,120000.0,0.0,0.0,1.0,1,8,0.022727272727272728,-4.9,0.2380952380952381,0.42782738095238093,0.0,12.0,120000.0,0.0,0.0,1.0,1
57.0,7477,0.5263157894736842,0.4568713450292397,12.5,12.0,120000.0,20000.0,2.0,3.0,1,5,0.022727272727272728,-4.82,0.5263157894736842,0.4568713450292397,12.5,12.0,120000.0,20000.0,2.0,3.0,1
57.0,7928,0.5263157894736842,0.4568713450292397,12.5,12.0,120000.0,20000.0,2.0,4.0,1,4,0.022727272727272728,-4.82,0.5263157894736842,0.4568713450292397,12.5,12.0,120000.0,20000.0,2.0,4.0,1
57.0,9270,0.5263157894736842,0.4568713450292397,0.0,12.0,120000.0,0.0,0.0,7.0,1,4,0.022727272727272728,-4.82,0.5263157894736842,0.4568713450292397,0.0,12.0,120000.0,0.0,0.0,7.0,1
57.0,11521,0.5263157894736842,0.4568713450292397,0.0,12.0,120000.0,0.0,0.0,2.0,2,7,0.022727272727272728,-4.82,0.5263157894736842,0.4568713450292397,0.0,12.0,120000.0,0.0,0.0,2.0,1
53.0,2252,0.15723270440251574,0.21619496855345915,0.0,8.0,80000.0,0.0,0.0,5.0,2,2,0.022727272727272728,-5.090833333333333,0.5232558139534884,0.45421511627906974,0.0,8.0,80000.0,0.0,0.0,5.0,1
58.0,4145,0.5172413793103449,0.4489942528735632,0.0,25.0,400000.0,0.0,0.0,0.0,2,1,0.022727272727272728,-4.8,0.5172413793103449,0.4489942528735632,0.0,25.0,400000.0,0.0,0.0,0.0,1
58.0,4865,0.5172413793103449,0.4489942528735632,0.0,25.0,400000.0,0.0,0.0,5.0,2,1,0.022727272727272728,-4.8,0.5172413793103449,0.4489942528735632,0.0,25.0,400000.0,0.0,0.0,5.0,1
58.0,8827,0.5172413793103449,0.4489942528735632,0.0,12.0,120000.0,0.0,0.0,2.0,3,1,0.022727272727272728,-5.0,0.5172413793103449,0.4489942528735632,0.0,12.0,120000.0,0.0,0.0,2.0,1
58.0,9720,0.5172413793103449,0.4489942528735632,0.0,12.0,120000.0,0.0,0.0,2.0,3,1,0.022727272727272728,-5.0,0.5172413793103449,0.4489942528735632,0.0,12.0,120000.0,0.0,0.0,2.0,1
58.0,11977,0.5172413793103449,0.4489942528735632,0.0,12.0,120000.0,0.0,0.0,0.0,3,1,0.022727272727272728,-5.0,0.5172413793103449,0.4489942528735632,0.0,12.0,120000.0,0.0,0.0,0.0,1
52.0,1356,0.0641025641025641,0.2203525641025641,0.0,8.0,80000.0,0.0,0.0,6.0,2,2,0.022727272727272728,-5.195833333333333,0.5142857142857142,0.44642857142857145,0.0,8.0,80000.0,0.0,0.0,6.0,1
56.0,1358,0.2380952380952381,0.42782738095238093,0.0,8.0,80000.0,0.0,0.0,6.0,1,1,0.022727272727272728,-4.945833333333333,0.5142857142857142,0.44642857142857145,0.0,8.0,80000.0,0.0,0.0,6.0,1
46.0,4141,0.07246376811594203,0.20380434782608695,0.0,25.0,400000.0,0.0,0.0,0.0,3,3,0.022727272727272728,-5.256533533333333,0.5099727147598513,0.44268464822903764,0.0,25.0,400000.0,0.0,0.0,0.0,1
53.0,5228,0.15723270440251574,0.21619496855345915,0.0,12.0,120000.0,20000.0,1.0,6.0,0,0,0.022727272727272728,0.7897500000000001,0.5084745762711864,0.47669491525423735,12.5,12.0,120000.0,20000.0,2.0,7.0,0
59.0,5231,0.5084745762711864,0.47669491525423735,12.5,12.0,120000.0,20000.0,2.0,7.0,3,7,0.022727272727272728,-4.84,0.5084745762711864,0.47669491525423735,12.5,12.0,120000.0,20000.0,2.0,7.0,1
59.0,7478,0.5084745762711864,0.47669491525423735,12.5,12.0,120000.0,20000.0,2.0,5.0,3,3,0.022727272727272728,-4.84,0.5084745762711864,0.47669491525423735,12.5,12.0,120000.0,20000.0,2.0,5.0,1
59.0,7929,0.5084745762711864,0.47669491525423735,12.5,12.0,120000.0,20000.0,2.0,3.0,3,3,0.022727272727272728,-4.84,0.5084745762711864,0.47669491525423735,12.5,12.0,120000.0,20000.0,2.0,3.0,1
59.0,9271,0.5084745762711864,0.47669491525423735,0.0,12.0,120000.0,0.0,0.0,7.0,1,7,0.022727272727272728,-4.8,0.5084745762711864,0.47669491525423735,0.0,12.0,120000.0,0.0,0.0,7.0,1
59.0,10620,0.5084745762711864,0.47669491525423735,0.0,12.0,120000.0,0.0,0.0,5.0,1,7,0.022727272727272728,-4.8,0.5084745762711864,0.47669491525423735,0.0,12.0,120000.0,0.0,0.0,5.0,1
59.0,11522,0.5084745762711864,0.47669491525423735,0.0,12.0,120000.0,0.0,0.0,2.0,1,7,0.022727272727272728,-4.80025,0.5084745762711864,0.47669491525423735,0.0,12.0,120000.0,0.0,0.0,2.0,1
60.0,1360,0.5,0.6423611111111112,0.0,8.0,80000.0,0.0,0.0,6.0,1,7,0.022727272727272728,-4.82,0.5,0.6423611111111112,0.0,8.0,80000.0,0.0,0.0,6.0,1
60.0,3785,0.5,0.6423611111111112,0.0,25.0,400000.0,20000.0,3.0,1.0,2,4,0.022727272727272728,-4.82,0.5,0.6423611111111112,0.0,25.0,400000.0,20000.0,3.0,1.0,1
60.0,8828,0.5,0.6423611111111112,0.0,12.0,120000.0,0.0,0.0,2.0,2,4,0.022727272727272728,-4.82,0.5,0.6423611111111112,0.0,12.0,120000.0,0.0,0.0,2.0,1
60.0,9721,0.5,0.6423611111111112,0.0,12.0,120000.0,0.0,0.0,2.0,2,10,0.022727272727272728,-4.82,0.5,0.6423611111111112,0.0,12.0,120000.0,0.0,0.0,2.0,1
60.0,11978,0.5,0.6423611111111112,0.0,12.0,120000.0,0.0,0.0,0.0,2,10,0.022727272727272728,-4.82,0.5,0.6423611111111112,0.0,12.0,120000.0,0.0,0.0,0.0,1
57.0,7029,0.5263157894736842,0.4568713450292397,0.0,12.0,120000.0,20000.0,2.0,4.0,1,5,0.022727272727272728,-4.925,0.5,0.6423611111111112,12.5,12.0,120000.0,20000.0,3.0,5.0,1
58.0,1359,0.5172413793103449,0.4489942528735632,0.0,8.0,80000.0,0.0,0.0,6.0,2,7,0.022727272727272728,-4.945833333333333,0.49723756906077343,0.6388121546961326,0.0,8.0,80000.0,0.0,0.0,6.0,1
55.0,7028,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,20000.0,2.0,4.0,1,1,0.022727272727272728,0.93,0.49180327868852464,0.6318306010928962,12.5,12.0,120000.0,20000.0,3.0,5.0,0
55.0,7476,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,20000.0,1.0,3.0,1,1,0.022727272727272728,0.93,0.49180327868852464,0.6318306010928962,0.0,12.0,120000.0,20000.0,2.0,5.0,0
61.0,2256,0.49180327868852464,0.6318306010928962,0.0,8.0,80000.0,0.0,0.0,5.0,2,10,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,0.0,8.0,80000.0,0.0,0.0,5.0,1
61.0,4146,0.49180327868852464,0.6318306010928962,0.0,25.0,400000.0,0.0,0.0,0.0,2,10,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,0.0,25.0,400000.0,0.0,0.0,0.0,1
61.0,4866,0.49180327868852464,0.6318306010928962,0.0,25.0,400000.0,0.0,0.0,5.0,2,10,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,0.0,25.0,400000.0,0.0,0.0,5.0,1
61.0,5232,0.49180327868852464,0.6318306010928962,12.5,12.0,120000.0,20000.0,2.0,7.0,2,10,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,12.5,12.0,120000.0,20000.0,2.0,7.0,1
61.0,5680,0.49180327868852464,0.6318306010928962,25.0,12.0,120000.0,20000.0,3.0,2.0,2,7,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,25.0,12.0,120000.0,20000.0,3.0,2.0,1
61.0,7031,0.49180327868852464,0.6318306010928962,12.5,12.0,120000.0,20000.0,3.0,5.0,2,7,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,12.5,12.0,120000.0,20000.0,3.0,5.0,1
61.0,9272,0.49180327868852464,0.6318306010928962,0.0,12.0,120000.0,0.0,0.0,7.0,2,7,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,0.0,12.0,120000.0,0.0,0.0,7.0,1
61.0,10621,0.49180327868852464,0.6318306010928962,0.0,12.0,120000.0,0.0,0.0,4.0,2,7,0.022727272727272728,-4.82,0.49180327868852464,0.6318306010928962,0.0,12.0,120000.0,0.0,0.0,4.0,1
61.0,11523,0.49180327868852464,0.6318306010928962,0.0,12.0,120000.0,0.0,0.0,2.0,1,3,0.022727272727272728,-4.82025,0.49180327868852464,0.6318306010928962,0.0,12.0,120000.0,0.0,0.0,2.0,1
55.0,7927,0.24242424242424243,0.3977272727272727,0.0,12.0,120000.0,20000.0,1.0,4.0,0,0,0.022727272727272728,0.9293329166666666,0.49172258781796624,0.6317269357383595,12.5,12.0,120000.0,20000.0,2.0,3.0,0
45.0,3780,0.07407407407407407,0.1388888888888889,0.0,25.0,400000.0,20000.0,1.0,2.0,2,3,0.022727272727272728,-5.1535335333333325,0.48640753071271725,0.6248985637628659,0.0,25.0,400000.0,20000.0,3.0,1.0,1
62.0,1361,0.4838709677419355,0.6216397849462365,0.0,8.0,80000.0,0.0,0.0,6.0,1,3,0.022727272727272728,-4.82,0.4838709677419355,0.6216397849462365,0.0,8.0,80000.0,0.0,0.0,6.0,1
62.0,3423,0.4838709677419355,0.6216397849462365,12.5,25.0,400000.0,20000.0,4.0,2.0,2,5,0.022727272727272728,-4.82,0.4838709677419355,0.6216397849462365,12.5,25.0,400000.0,20000.0,4.0,2.0,1
62.0,8829,0.4838709677419355,0.6216397849462365,0.0,12.0,120000.0,0.0,0.0,2.0,2,5,0.022727272727272728,-4.82,0.4838709677419355,0.6216397849462365,0.0,12.0,120000.0,0.0,0.0,2.0,1
62.0,9722,0.4838709677419355,0.6216397849462365,0.0,12.0,120000.0,0.0,0.0,2.0,2,9,0.022727272727272728,-4.82,0.4838709677419355,0.6216397849462365,0.0,12.0,120000.0,0.0,0.0,2.0,1
62.0,11979,0.4838709677419355,0.6216397849462365,0.0,12.0,120000.0,0.0,0.0,0.0,2,9,0.022727272727272728,-4.82,0.4838709677419355,0.6216397849462365,0.0,12.0,120000.0,0.0,0.0,0.0,1
57.0,5678,0.5263157894736842,0.4568713450292397,0.0,12.0,120000.0,20000.0,1.0,2.0,0,0,0.022727272727272728,0.7897500000000001,0.4761904761904762,0.6117724867724867,12.5,12.0,120000.0,20000.0,2.0,2.0,0
63.0,5681,0.4761904761904762,0.6117724867724867,12.5,12.0,120000.0,20000.0,2.0,2.0,1,8,0.022727272727272728,-4.8,0.4761904761904762,0.6117724867724867,12.5,12.0,120000.0,20000.0,2.0,2.0,1
63.0,7032,0.4761904761904762,0.6117724867724867,12.5,12.0,120000.0,20000.0,3.0,5.0,1,8,0.022727272727272728,-4.8,0.4761904761904762,0.6117724867724867,12.5,12.0,120000.0,20000.0,3.0,5.0,1
